row,family,split,origin,structure,monthly,axis,offset,scope,affected
30,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,monthly_barrier,0.01,terms,10795
31,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,monthly_barrier,0.025,terms,16787
32,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,monthly_barrier,0.05,terms,21192
33,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,nobs_early,1.0,schedule,60283
34,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,nobs_middle,1.0,schedule,4163
35,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,nobs_late,1.0,schedule,7135
36,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,-12.0,schedule,116591
37,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,-6.0,schedule,120000
38,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,-3.0,schedule,120000
39,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,-1.0,schedule,120000
40,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,1.0,schedule,120000
41,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,3.0,schedule,120000
42,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,6.0,schedule,120000
43,published_KR6SH0006Y24,stress,published_monthly,LIZARD no-KI,True,tenor_months,12.0,schedule,120000
44,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,base,0.0,terms,0
45,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,-0.01,terms,120000
46,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,-0.005,terms,120000
47,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,-0.0025,terms,120000
48,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,-0.001,terms,120000
49,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,0.001,terms,120000
50,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,0.0025,terms,120000
51,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,0.005,terms,120000
52,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,coupon_regular,0.01,terms,120000
53,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,-0.05,terms,2428
54,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,-0.025,terms,1225
55,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,-0.01,terms,482
56,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,-0.005,terms,235
57,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,0.005,terms,247
58,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,0.01,terms,499
59,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,0.025,terms,1196
60,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,ki_barrier,0.05,terms,2308
61,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,-0.05,terms,19389
62,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,-0.025,terms,10527
63,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,-0.01,terms,4344
64,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,-0.005,terms,2223
65,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,0.005,terms,2229
66,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,0.01,terms,4558
67,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,0.025,terms,11960
68,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,first_strike,0.05,terms,24749
69,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,-0.05,terms,279
70,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,-0.025,terms,119
71,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,-0.01,terms,48
72,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,-0.005,terms,20
73,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,0.005,terms,22
74,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,0.01,terms,50
75,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,0.025,terms,108
76,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,last_strike,0.05,terms,197
77,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,-0.05,terms,14083
78,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,-0.025,terms,12325
79,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,-0.01,terms,8227
80,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,-0.005,terms,5127
81,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,0.005,terms,5238
82,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,0.01,terms,8650
83,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,0.025,terms,14075
84,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,monthly_barrier,0.05,terms,18067
85,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,nobs_early,1.0,schedule,88973
86,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,nobs_middle,1.0,schedule,4068
87,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,nobs_late,1.0,schedule,1759
88,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,-12.0,schedule,115323
89,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,-6.0,schedule,118823
90,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,-3.0,schedule,120000
91,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,-1.0,schedule,120000
92,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,1.0,schedule,120000
93,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,3.0,schedule,120000
94,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,6.0,schedule,120000
95,published_KR6KS0003LQ6,stress,published_monthly,STEP KI,True,tenor_months,12.0,schedule,116894
96,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,base,0.0,terms,0
97,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.01,terms,120000
98,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.005,terms,120000
99,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.0025,terms,120000
100,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.001,terms,120000
101,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,0.001,terms,120000
102,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,0.0025,terms,120000
103,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,0.005,terms,120000
104,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,coupon_regular,0.01,terms,120000
105,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,-0.05,terms,20342
106,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,-0.025,terms,10634
107,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,-0.01,terms,4209
108,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,-0.005,terms,2154
109,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,0.005,terms,2170
110,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,0.01,terms,4426
111,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,0.025,terms,10913
112,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,first_strike,0.05,terms,21619
113,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,-0.05,terms,2481
114,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,-0.025,terms,1195
115,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,-0.01,terms,478
116,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,-0.005,terms,260
117,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,0.005,terms,218
118,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,0.01,terms,479
119,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,0.025,terms,1127
120,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,last_strike,0.05,terms,2086
121,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.05,terms,19445
122,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.025,terms,17437
123,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.01,terms,12160
124,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.005,terms,7770
125,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.005,terms,8042
126,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.01,terms,12664
127,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.025,terms,19426
128,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.05,terms,24330
129,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,nobs_early,1.0,schedule,83824
130,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,nobs_middle,1.0,schedule,3612
131,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,nobs_late,1.0,schedule,3172
132,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,-12.0,schedule,115747
133,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,-6.0,schedule,120000
134,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,-3.0,schedule,120000
135,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,-1.0,schedule,120000
136,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,1.0,schedule,120000
137,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,3.0,schedule,120000
138,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,6.0,schedule,120000
139,published_KR6SH0004FV2,stress,published_monthly,STEP no-KI,True,tenor_months,12.0,schedule,120000
140,published_KR6523325910,stress,published_monthly,STEP no-KI,True,base,0.0,terms,0
141,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.01,terms,120000
142,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.005,terms,120000
143,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.0025,terms,120000
144,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.001,terms,120000
145,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,0.001,terms,120000
146,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,0.0025,terms,120000
147,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,0.005,terms,120000
148,published_KR6523325910,stress,published_monthly,STEP no-KI,True,coupon_regular,0.01,terms,120000
149,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,-0.05,terms,25405
150,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,-0.025,terms,12914
151,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,-0.01,terms,5132
152,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,-0.005,terms,2532
153,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,0.005,terms,2578
154,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,0.01,terms,5052
155,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,0.025,terms,12630
156,published_KR6523325910,stress,published_monthly,STEP no-KI,True,first_strike,0.05,terms,24041
157,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,-0.05,terms,2671
158,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,-0.025,terms,1413
159,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,-0.01,terms,561
160,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,-0.005,terms,282
161,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,0.005,terms,276
162,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,0.01,terms,557
163,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,0.025,terms,1489
164,published_KR6523325910,stress,published_monthly,STEP no-KI,True,last_strike,0.05,terms,3170
165,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.05,terms,10923
166,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.025,terms,9977
167,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.01,terms,7001
168,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.005,terms,4437
169,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.005,terms,4748
170,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.01,terms,7729
171,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.025,terms,12404
172,published_KR6523325910,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.05,terms,16318
173,published_KR6523325910,stress,published_monthly,STEP no-KI,True,nobs_early,1.0,schedule,64380
174,published_KR6523325910,stress,published_monthly,STEP no-KI,True,nobs_middle,1.0,schedule,3447
175,published_KR6523325910,stress,published_monthly,STEP no-KI,True,nobs_late,1.0,schedule,7395
176,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,-12.0,schedule,113327
177,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,-6.0,schedule,118125
178,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,-3.0,schedule,120000
179,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,-1.0,schedule,120000
180,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,1.0,schedule,120000
181,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,3.0,schedule,120000
182,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,6.0,schedule,120000
183,published_KR6523325910,stress,published_monthly,STEP no-KI,True,tenor_months,12.0,schedule,120000
184,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,base,0.0,terms,0
185,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.01,terms,120000
186,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.005,terms,120000
187,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.0025,terms,120000
188,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.001,terms,120000
189,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,0.001,terms,120000
190,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,0.0025,terms,120000
191,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,0.005,terms,120000
192,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,coupon_regular,0.01,terms,120000
193,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,-0.05,terms,24628
194,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,-0.025,terms,12537
195,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,-0.01,terms,5007
196,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,-0.005,terms,2456
197,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,0.005,terms,2389
198,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,0.01,terms,4753
199,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,0.025,terms,11812
200,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,first_strike,0.05,terms,22309
201,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,-0.05,terms,2102
202,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,-0.025,terms,1097
203,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,-0.01,terms,463
204,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,-0.005,terms,258
205,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,0.005,terms,221
206,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,0.01,terms,455
207,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,0.025,terms,1139
208,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,last_strike,0.05,terms,2286
209,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.05,terms,9523
210,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.025,terms,8671
211,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.01,terms,6140
212,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.005,terms,3954
213,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.005,terms,4184
214,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.01,terms,6848
215,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.025,terms,10813
216,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.05,terms,14112
217,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,nobs_early,1.0,schedule,60073
218,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,nobs_middle,1.0,schedule,4164
219,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,nobs_late,1.0,schedule,4525
220,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,-12.0,schedule,113619
221,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,-6.0,schedule,120000
222,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,-3.0,schedule,120000
223,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,-1.0,schedule,120000
224,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,1.0,schedule,120000
225,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,3.0,schedule,120000
226,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,6.0,schedule,120000
227,published_KR6MD0003TN4,stress,published_monthly,STEP no-KI,True,tenor_months,12.0,schedule,120000
228,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,base,0.0,terms,0
229,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.01,terms,120000
230,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.005,terms,120000
231,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.0025,terms,120000
232,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,-0.001,terms,120000
233,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,0.001,terms,120000
234,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,0.0025,terms,120000
235,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,0.005,terms,120000
236,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,coupon_regular,0.01,terms,120000
237,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,-0.05,terms,18851
238,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,-0.025,terms,9068
239,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,-0.01,terms,3529
240,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,-0.005,terms,1695
241,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,0.005,terms,1705
242,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,0.01,terms,3421
243,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,0.025,terms,8237
244,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,first_strike,0.05,terms,15418
245,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,-0.05,terms,3339
246,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,-0.025,terms,1671
247,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,-0.01,terms,641
248,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,-0.005,terms,336
249,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,0.005,terms,307
250,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,0.01,terms,622
251,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,0.025,terms,1487
252,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,last_strike,0.05,terms,2801
253,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.05,terms,21793
254,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.025,terms,19178
255,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.01,terms,12826
256,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,-0.005,terms,8028
257,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.005,terms,8182
258,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.01,terms,13426
259,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.025,terms,21656
260,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,monthly_barrier,0.05,terms,27896
261,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,nobs_early,1.0,schedule,47648
262,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,nobs_middle,1.0,schedule,4791
263,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,nobs_late,1.0,schedule,4223
264,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,-12.0,schedule,111869
265,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,-6.0,schedule,120000
266,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,-3.0,schedule,120000
267,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,-1.0,schedule,120000
268,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,1.0,schedule,120000
269,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,3.0,schedule,120000
270,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,6.0,schedule,120000
271,published_KR6KS0002XR1,stress,published_monthly,STEP no-KI,True,tenor_months,12.0,schedule,120000
272,canonical_STEP_KI,stress,previous_canonical,STEP KI,False,base,0.0,terms,0
273,canonical_STEP_KI,stress,previous_canonical,STEP KI,False,coupon_regular,-0.01,terms,112584
274,canonical_STEP_KI,stress,previous_canonical,STEP KI,False,coupon_regular,-0.005,terms,112584
275,canonical_STEP_KI,stress,previous_canonical,STEP KI,False,coupon_regular,-0.0025,terms,112584
276,canonical_STEP_KI,stress,previous_canonical,STEP KI,False,coupon_regular,-0.001,terms,112584
