payoff,cohort,model,seed,scope,axis,offset,n_rows,n_families,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
detailed,monthly_test,affine_coupon_delta,101,terms,coupon_regular,-0.0025,128,128,60.056547766453214,76.25759012556634,0.9691911551151083,4.009916080781797,4.904299831106433,1.0281949627258118,0.140625,0.5625,0.9765625,128,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,coupon_regular,-0.001,128,128,61.71772882388126,78.43832373733176,0.9672879138259423,1.6040129984413989,1.9617578270369884,0.41124632012273976,0.3671875,0.984375,1.0,128,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,coupon_regular,0.001,128,128,64.12171543907505,81.42066055079955,0.9645981908004251,1.6040036852157349,1.9617445677016139,-0.4112463201228198,0.3671875,0.984375,1.0,128,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,coupon_regular,0.0025,128,128,65.99803531882816,83.7083700555033,0.962467524554239,4.009957990297666,4.904376154005471,-1.0282834383703081,0.140625,0.5625,0.9765625,128,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,coupon_regular,0.005,128,128,69.18858302639953,87.60813707091398,0.9587023921987767,8.019883384305237,9.80869615955372,-2.056431834967408,0.0625,0.3671875,0.5625,128,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,coupon_regular,0.01,128,128,75.74602070082383,95.68537965247181,0.9503848692452507,16.039799364900556,19.617389651987875,-4.112831073644582,0.015625,0.1953125,0.3671875,128,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,-0.05,128,128,67.37103927768035,83.07404509662996,0.9531822639454385,19.973328029443486,28.11019096093804,-9.735308321248453,0.0390625,0.1953125,0.3828125,125,0.912
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,-0.025,128,128,65.1702322516334,82.6602952175342,0.9593637509346699,10.78623019063571,13.787738437751083,-5.271122732595055,0.03125,0.25,0.5859375,124,0.9354838709677419
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,-0.01,128,128,63.9643791485755,81.37615983108405,0.9632343648524462,4.511385628090404,5.498108463045025,-2.256621439579323,0.0546875,0.6484375,0.9609375,119,0.9495798319327731
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,-0.005,128,128,63.38009239297454,80.67296051493318,0.964609354944535,2.269347611943652,2.775158112416467,-1.1849723831861012,0.1796875,0.9609375,0.9921875,111,0.9369369369369369
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,0.005,128,128,62.3534715946241,79.14066971202898,0.9672490748332453,2.323466667794098,2.805228306302476,1.180014903864736,0.1484375,0.953125,0.9921875,114,0.9210526315789473
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,0.01,128,128,61.759360683684356,78.1883231077369,0.9686097418071372,4.718603328942262,5.600437054936754,2.44197900469766,0.0625,0.6015625,0.953125,121,0.9256198347107438
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,0.025,128,128,59.55629300620193,74.98176478656188,0.9725127960879466,11.98772458633572,14.096116937966096,6.622363786531793,0.0234375,0.1484375,0.46875,123,0.9186991869918699
detailed,monthly_test,affine_coupon_delta,101,terms,first_strike,0.05,128,128,54.83678118785865,69.01808247377764,0.9781642209201087,24.71268742065285,29.437813191784567,14.840659323255794,0.0,0.078125,0.2265625,125,0.92
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.05,43,43,65.57609712438999,84.3405506525738,0.9716461598718439,50.41853167987617,60.05424401109604,-24.53348031389013,0.0,0.023255813953488372,0.046511627906976744,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.025,43,43,51.587283905610896,73.33350436515036,0.9790825244227414,24.970695027260316,29.80482433395753,-10.584533850421423,0.046511627906976744,0.13953488372093023,0.20930232558139536,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.01,43,43,47.34246787876505,71.19990189235205,0.980413962903496,10.148675564664831,12.016011881432753,-3.958267360089198,0.09302325581395349,0.23255813953488372,0.4883720930232558,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.005,43,43,46.37523352420638,71.33740999872052,0.9803549179585358,5.0773517457512956,5.949437450389374,-1.8704557560624488,0.11627906976744186,0.5116279069767442,0.9302325581395349,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.005,43,43,46.556818705583915,72.63773245964454,0.9796181984023863,5.186082271928684,6.082920140896195,1.6698028805744762,0.06976744186046512,0.46511627906976744,0.9069767441860465,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.01,43,43,48.281091646242665,73.98915770293056,0.9788306389735754,10.382649768800674,12.170866322649596,3.162645583346133,0.046511627906976744,0.2558139534883721,0.4883720930232558,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.025,43,43,56.23041492443748,79.8629777828905,0.9751333273541876,26.14321964630124,30.646463661441338,6.554721204352566,0.0,0.16279069767441862,0.20930232558139536,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.05,43,43,74.37940205201635,95.47827292265887,0.9635646262107203,53.49468925700347,61.65969748812602,8.021965105225735,0.0,0.023255813953488372,0.06976744186046512,43,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.05,128,128,52.66211602648793,68.07163137162357,0.9739680043999683,24.59181961232697,27.86662389452961,15.327632418500599,0.03125,0.09375,0.15625,120,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.025,128,128,56.88312889044929,72.64992725250174,0.9712003422649842,12.58915002563393,14.188459845389211,8.039557931464035,0.0234375,0.1484375,0.3828125,118,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.01,128,128,60.20891425178911,76.72562577392914,0.9683429994171653,5.083207887739123,5.741241837637928,3.2966221804141873,0.078125,0.484375,0.9765625,116,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.005,128,128,61.55880927033195,78.26748705206677,0.967206926652247,2.569712532482603,2.887266912015909,1.6459138697845264,0.140625,0.984375,1.0,102,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,0.005,128,128,64.38425746946069,81.66086965140929,0.9646147948612467,2.588216538668129,2.9311609980192497,-1.7123874265013046,0.1328125,0.9765625,1.0,102,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,0.01,128,128,65.98899484935431,83.47916837568955,0.9631619757272168,5.175815759179404,5.8493743621095975,-3.4139020569942593,0.078125,0.4765625,0.9765625,115,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,0.025,128,128,71.58438935389896,89.5267018497651,0.9581013129597706,13.02582973589263,14.745473379848768,-8.90021353062674,0.03125,0.140625,0.3984375,117,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,last_strike,0.05,128,128,82.01660009253209,101.0800465526102,0.9473498437311759,26.267527279049467,30.015738395042188,-19.10357604674789,0.015625,0.078125,0.125,119,1.0
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.05,123,123,59.26730550655733,73.78389620774456,0.9693130653063551,10.45255142454343,14.024380646862346,2.4613562553644863,0.08130081300813008,0.3333333333333333,0.43089430894308944,123,0.943089430894309
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.025,123,123,60.83823195755406,76.81429057739781,0.968168605362571,5.280030131750502,7.145816012249562,0.8160341871717365,0.17073170731707318,0.42276422764227645,0.9024390243902439,123,0.9512195121951219
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.01,123,123,62.14733646422963,78.88604226003058,0.9673131704796575,2.153044498645224,2.9054195242494414,0.200242980685917,0.2764227642276423,0.926829268292683,0.983739837398374,123,0.9512195121951219
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.005,123,123,62.66692721117426,79.62095106776802,0.9669992597129425,1.0835445738196612,1.459526735312257,0.08143364982162317,0.3983739837398374,0.983739837398374,1.0,123,0.9512195121951219
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.005,128,128,63.409598756553265,80.64472236175234,0.9656520387482965,1.0826827782478705,1.4536900685997047,-0.044679940511051404,0.40625,0.984375,1.0,123,0.959349593495935
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.01,128,128,63.928251868635286,81.38406845954576,0.9653308113270983,2.193609738337308,2.9180355054813214,-0.03778471920036765,0.25,0.9296875,0.984375,123,0.959349593495935
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.025,128,128,65.6263297728693,83.71493142182176,0.9642917392311685,5.653223902074576,7.422142317831796,0.28854219981279094,0.0546875,0.484375,0.8984375,123,0.959349593495935
detailed,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.05,128,128,68.88429279244905,87.99702185356662,0.9622811117474406,11.855975171085298,15.342277588585715,1.9556681866041155,0.0078125,0.15625,0.59375,123,0.959349593495935
detailed,monthly_test,affine_coupon_delta,233,schedule,nobs_early,1.0,128,128,124.05989577112456,147.7260418592636,0.803605973183978,139.752347396096,181.50752786331665,97.07053294072614,0.0078125,0.046875,0.09375,127,0.5433070866141733
detailed,monthly_test,affine_coupon_delta,233,schedule,nobs_late,1.0,128,128,400.22767128275495,425.57149433628393,0.014513379361818513,379.2233964595009,397.7428703268263,-379.2233964595009,0.0078125,0.0078125,0.0078125,123,0.5691056910569106
detailed,monthly_test,affine_coupon_delta,233,schedule,nobs_middle,1.0,128,128,401.6441632021909,431.04472790757904,-0.01457534223073731,378.9667643439877,397.38874369063456,-378.2687656389519,0.0,0.0,0.0078125,121,0.7272727272727273
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-12.0,128,128,289.4812572864614,337.3305504513734,-0.26950626302606717,308.13576941165974,344.13421869808997,307.3593263711424,0.0,0.0,0.0,125,0.48
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-6.0,128,128,194.91694879619826,239.11420245385267,0.5819056098106132,213.84598756972008,238.69948186357942,211.88691332462835,0.0,0.0,0.015625,125,0.472
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-3.0,128,128,67.95026077380189,98.06551640455096,0.939400115060734,75.17908234566303,85.64905920773379,73.82729921900842,0.0,0.0234375,0.0546875,125,0.448
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-1.0,128,128,50.13316706605127,74.59760289755793,0.9680509895680602,64.43247170517004,76.28131624833853,62.373229538230554,0.015625,0.0703125,0.109375,121,0.2809917355371901
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,1.0,128,128,71.83333620076783,89.85026873864635,0.9587868156553352,26.32602784346507,30.905630967358555,-23.20654452510557,0.0546875,0.1328125,0.203125,122,0.9098360655737705
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,3.0,128,128,118.13510932401815,140.65081710710135,0.9067949403012083,82.812677542443,92.6289290890037,-81.83683233129278,0.0078125,0.0078125,0.03125,119,0.8823529411764706
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,6.0,128,128,212.5294001681924,247.80300227909768,0.7477554874066582,185.25500257713128,204.74771567328054,-184.578646238379,0.0,0.0,0.0078125,124,0.5
detailed,monthly_test,affine_coupon_delta,233,schedule,tenor_months,12.0,128,128,353.941312678726,397.0984242869046,0.4559676165942166,331.0720331513211,359.8729089633164,-329.92631381064865,0.0,0.0,0.0,119,0.48739495798319327
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.01,128,128,47.02625372710323,60.18159201612874,0.9812111451577447,16.964851894790826,22.71099447824131,7.001518959942288,0.0546875,0.1875,0.3359375,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.005,128,128,52.19660243908209,66.45979826632218,0.9767489380185437,8.482393351105333,11.35547831537755,3.5007268836810677,0.0859375,0.3359375,0.578125,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.0025,128,128,55.03159622559122,70.07961201987534,0.9739808778567342,4.241208317084852,5.677752677696546,1.7504030230500036,0.140625,0.578125,0.9609375,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.001,128,128,56.868986571691494,72.37844766584567,0.9721471165232152,1.696485189479065,2.2711508665374787,0.700123956316969,0.3359375,0.9765625,0.9921875,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.001,128,128,59.35560081602359,75.57395315935437,0.9694999539910953,1.6965364122207203,2.27113567849162,-0.7001844922843989,0.3359375,0.9765625,0.9921875,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.0025,128,128,61.38911023869469,78.05809747166442,0.9673633659469645,4.241152437730371,5.677689199524255,-1.7503937098241655,0.140625,0.578125,0.9609375,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.005,128,128,64.99282417090603,82.34525071411574,0.9635151036371986,8.482444573846973,11.355459633266259,-3.500787419648442,0.0859375,0.3359375,0.578125,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.01,128,128,72.29837879193175,91.37559750712647,0.954753662447425,16.964870521242368,22.710929635578736,-7.001500333490792,0.0546875,0.1875,0.3359375,128,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.05,128,128,63.71480403375171,82.16806169824429,0.9541978591838857,22.469743184419862,27.846371834349963,-13.088828617762488,0.0234375,0.1171875,0.1875,125,0.944
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.025,128,128,61.25206588779907,78.11015491169005,0.9637143666648029,11.10697774321503,13.629264721164798,-6.45910383893594,0.0546875,0.234375,0.40625,124,0.9596774193548387
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.01,128,128,59.53306965166881,75.73339094396,0.9681563753995366,4.451886415622644,5.376982471105484,-2.604111862006977,0.1484375,0.5390625,0.9609375,119,0.9747899159663865
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.005,128,128,58.82228146444614,74.81064217243609,0.9695659847276348,2.248410002472901,2.7139618691169805,-1.3367733062355511,0.2109375,0.953125,1.0,111,0.972972972972973
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,0.005,128,128,57.33938322131445,73.09578349851904,0.9720611335513661,2.2183168965673223,2.7207536570016813,1.2876152575229354,0.296875,0.9609375,1.0,114,0.956140350877193
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,0.01,128,128,56.47826793686668,72.12518355785961,0.9732893194844937,4.425463893755234,5.404763254178082,2.612872040526727,0.125,0.515625,0.9609375,121,0.9586776859504132
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,0.025,128,128,53.998763111505205,69.2339709370119,0.9765653899445916,10.949839071949235,13.468626386862574,6.72472545070778,0.0546875,0.2578125,0.5078125,123,0.959349593495935
detailed,monthly_test,affine_coupon_delta,233,terms,first_strike,0.05,128,128,48.71522436552932,64.23328533185862,0.9810868797314151,22.11972871298669,27.749524788128138,14.075433473210113,0.0234375,0.1640625,0.34375,125,0.952
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.05,43,43,68.70465144545034,82.83010598193464,0.972652636956753,49.00472336734919,57.3289260882009,-22.554980369070176,0.0,0.0,0.09302325581395349,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.025,43,43,57.54900851659659,72.47435681873301,0.9795697758121983,24.104949373229474,28.37185474018215,-9.624968377264116,0.023255813953488372,0.11627906976744186,0.18604651162790697,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.01,43,43,52.72990845809664,70.73183540828396,0.9806706327468769,9.723109797740907,11.43300258722775,-3.585835361060083,0.09302325581395349,0.3023255813953488,0.5581395348837209,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.005,43,43,51.2643338533085,71.00544270283942,0.9805373285861816,4.9096243676842795,5.672048005334623,-1.6865407730671271,0.09302325581395349,0.5348837209302325,0.9767441860465116,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.005,43,43,50.12199606445096,72.50519353504279,0.9796925101251335,4.976026955741905,5.778707149548785,1.4907117153423721,0.06976744186046512,0.5348837209302325,0.9767441860465116,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.01,43,43,50.58715077363512,74.01784006828727,0.9788142229186778,9.971659712063866,11.594507753724681,2.8100633171817533,0.06976744186046512,0.27906976744186046,0.5348837209302325,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.025,43,43,55.74433433348053,80.28997275413869,0.9748667124748318,24.950593902405316,29.11706617890601,5.718454176608538,0.023255813953488372,0.09302325581395349,0.18604651162790697,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.05,43,43,72.83510299096366,96.07833340727677,0.9631052100344134,50.36275626650791,58.550277222218966,6.526997444987161,0.0,0.023255813953488372,0.11627906976744186,43,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.05,128,128,41.22624809812982,58.54207016257533,0.9807464287570932,30.131771712592954,36.49744862685163,18.438673569487747,0.015625,0.1015625,0.234375,120,0.9916666666666667
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.025,128,128,48.520274015074996,63.97512347569899,0.9776674032299303,15.335118691458844,18.640690756393326,9.618140382211525,0.03125,0.2421875,0.4375,118,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.01,128,128,53.93735668589093,69.49963207075793,0.9740250992568171,6.16955011467288,7.5174103128003615,3.9157235185027,0.09375,0.5078125,0.6484375,116,1.0
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.005,128,128,56.040228700166864,71.65844083665061,0.9725113096508791,3.104377485381943,3.7640677621870986,1.9517555466753764,0.234375,0.6484375,1.0,102,0.9901960784313726
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,0.005,128,128,60.22172370353116,76.38839588715868,0.9690366104431424,3.0994869966956378,3.802681130512286,-2.008319831198246,0.2578125,0.6484375,1.0,102,0.9901960784313726
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,0.01,128,128,62.35396095575045,78.91060256528725,0.9670837144497744,6.202148014328245,7.5913160525161825,-3.9929937772772903,0.1015625,0.5078125,0.6484375,115,0.991304347826087
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,0.025,128,128,69.40783341725557,87.13184474587274,0.960312927829166,15.41500399828989,18.97128073328716,-10.226812688973393,0.0625,0.2578125,0.421875,117,0.9914529914529915
detailed,monthly_test,affine_coupon_delta,233,terms,last_strike,0.05,128,128,81.8542304201548,102.02352729550329,0.9463623839779292,30.381381542741643,37.73799912835632,-21.181757179422103,0.046875,0.1328125,0.234375,119,0.9915966386554622
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.05,123,123,55.91217422181507,71.4628035326857,0.9712133956102303,9.212383837307579,13.04494408101135,1.3149214869358392,0.016260162601626018,0.5284552845528455,0.7235772357723578,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.025,123,123,55.45083765352026,70.97940483899139,0.972820821497594,4.3980626398293525,6.362177392434882,0.25708315045487196,0.06504065040650407,0.7479674796747967,0.8780487804878049,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.01,123,123,55.68137728130622,71.01467131667674,0.9735108132729143,1.7178734900522326,2.523357447408226,-0.0034886027000157345,0.5528455284552846,0.9105691056910569,1.0,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.005,123,123,55.826487441161035,71.08144834383353,0.9736984406673994,0.8518088670888966,1.2583450514581431,-0.015925449217594152,0.7560975609756098,1.0,1.0,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.005,128,128,58.259133216240315,74.03499636646102,0.97105169225286,0.8386309252696296,1.2343877267266756,0.06028477026098612,0.7734375,1.0,1.0,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.01,128,128,58.40483682881508,74.12753845848783,0.9712376714805266,1.6780755620844494,2.4567306288195194,0.1615276249930909,0.5078125,0.921875,1.0,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.025,128,128,58.9192287888182,74.52040955745186,0.9717047645455342,4.224166886309873,6.110383690878296,0.6950738168581936,0.09375,0.7734375,0.90625,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.05,128,128,60.15145765278983,75.54377679922874,0.9722015665682396,8.690541568293625,12.224514920156704,2.3954759592405295,0.03125,0.4609375,0.734375,123,0.967479674796748
detailed,monthly_test,affine_coupon_delta,47,schedule,nobs_early,1.0,128,128,165.60125291365006,195.60624331460448,0.6556662625571934,216.62721124332623,274.75028316888296,166.2273063291119,0.0078125,0.0078125,0.015625,127,0.5118110236220472
detailed,monthly_test,affine_coupon_delta,47,schedule,nobs_late,1.0,128,128,352.8547424622045,370.7252488851081,0.25215774079670605,300.3602792944482,322.3622385496018,-300.0678135248829,0.0,0.0,0.0,123,0.5691056910569106
detailed,monthly_test,affine_coupon_delta,47,schedule,nobs_middle,1.0,128,128,353.7390349220734,375.71093241710884,0.22919008458165602,302.03627867818955,318.8640771850441,-299.67371782231777,0.0,0.0,0.0,121,0.7272727272727273
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-12.0,128,128,308.96167930344626,406.7936027794868,-0.8461701595903817,359.18971870202733,416.61709579318784,359.18971870202733,0.0,0.0,0.0,125,0.472
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-6.0,128,128,208.52939359371754,270.83425356216446,0.4636222218452589,216.58660918000746,265.9552173460159,216.58660918000746,0.0,0.0,0.0,125,0.448
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-3.0,128,128,81.88045498813625,89.69602308866075,0.9493026176501236,64.71759144507668,71.79256627192952,38.80425721817824,0.0,0.046875,0.0625,125,0.384
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-1.0,128,128,63.38941998491819,74.17543101869907,0.9684115858028949,50.97004343797634,57.91761634600254,47.02441417905535,0.0,0.015625,0.0625,121,0.2892561983471074
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,1.0,128,128,84.42398546164728,112.93497911364655,0.934889000426979,19.95546606859323,24.588513667604314,-15.455197959322543,0.0390625,0.1484375,0.234375,122,0.9098360655737705
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,3.0,128,128,117.80445677574414,147.53281920104538,0.8974508056668175,59.726962931417475,67.02298415802902,-58.17181395160452,0.0078125,0.015625,0.0546875,119,0.8907563025210085
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,6.0,128,128,198.31644240728983,234.24726049279445,0.7745980646319972,141.83745166290666,154.88256284847483,-140.73957436107827,0.0,0.0,0.0078125,124,0.5080645161290323
detailed,monthly_test,affine_coupon_delta,47,schedule,tenor_months,12.0,128,128,312.46496426370885,356.4623106287302,0.5616150258711727,256.7988537686133,279.053253563222,-254.77343888640618,0.0,0.0,0.0,119,0.5126050420168067
detailed,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.01,128,128,67.2951835307027,90.22434114109895,0.9577700657274246,11.138485198444918,14.038538445774744,4.258075485768742,0.0625,0.359375,0.5,128,1.0
detailed,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.005,128,128,71.24282448328506,95.71141955318149,0.9517772168698684,5.569214659545204,7.019233046455835,2.129023773045787,0.1484375,0.5,0.96875,128,1.0
detailed,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.0025,128,128,73.36241012245262,98.52788153862738,0.9485686940170194,2.7846259562241107,3.509636144321679,1.064497916684323,0.296875,0.96875,0.9921875,128,1.0
detailed,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.001,128,128,74.67543474917633,100.23879922620424,0.9465776061665174,1.1138094042963353,1.4038158833943473,0.42581220518972585,0.5,0.9921875,1.0,128,1.0
detailed,monthly_test,affine_coupon_delta,47,terms,coupon_regular,0.001,128,128,76.4534818965933,102.54288321838045,0.9438477370515779,1.1139211630053665,1.403898410403551,-0.42580289196405974,0.5,0.9921875,1.0,128,1.0
detailed,monthly_test,affine_coupon_delta,47,terms,coupon_regular,0.0025,128,128,77.78700328731702,104.28715279506143,0.9417452880157179,2.7846771789657128,3.509693604410194,-1.0644839468456118,0.296875,0.96875,0.9921875,128,1.0
