row,family,split,origin,structure,monthly,axis,offset,scope,affected
62,train-monthly-00000,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.005,terms,2033
63,train-monthly-00000,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.01,terms,3474
64,train-monthly-00000,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.025,terms,6206
65,train-monthly-00000,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.05,terms,8411
66,train-regular-00001,train,synthetic_regular,STEP no-KI,False,base,0.0,terms,0
67,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,-0.01,terms,37464
68,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,-0.005,terms,37464
69,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,-0.0025,terms,37464
70,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,-0.001,terms,37464
71,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,0.001,terms,37464
72,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,0.0025,terms,37464
73,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,0.005,terms,37464
74,train-regular-00001,train,synthetic_regular,STEP no-KI,False,coupon_regular,0.01,terms,37464
75,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,-0.05,terms,5169
76,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,-0.025,terms,2928
77,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,-0.01,terms,1207
78,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,-0.005,terms,620
79,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,0.005,terms,635
80,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,0.01,terms,1318
81,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,0.025,terms,3523
82,train-regular-00001,train,synthetic_regular,STEP no-KI,False,first_strike,0.05,terms,7485
83,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,-0.05,terms,649
84,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,-0.025,terms,334
85,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,-0.01,terms,137
86,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,-0.005,terms,71
87,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,0.005,terms,64
88,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,0.01,terms,124
89,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,0.025,terms,289
90,train-regular-00001,train,synthetic_regular,STEP no-KI,False,last_strike,0.05,terms,574
91,train-monthly-00001,train,synthetic_monthly,STEP KI,True,base,0.0,terms,0
92,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.01,terms,40000
93,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.005,terms,40000
94,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.0025,terms,40000
95,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.001,terms,40000
96,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,0.001,terms,40000
97,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,0.0025,terms,40000
98,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,0.005,terms,40000
99,train-monthly-00001,train,synthetic_monthly,STEP KI,True,coupon_regular,0.01,terms,40000
100,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,-0.05,terms,407
101,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,-0.025,terms,241
102,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,-0.01,terms,112
103,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,-0.005,terms,63
104,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,0.005,terms,54
105,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,0.01,terms,121
106,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,0.025,terms,360
107,train-monthly-00001,train,synthetic_monthly,STEP KI,True,ki_barrier,0.05,terms,866
108,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,-0.05,terms,10214
109,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,-0.025,terms,5081
110,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,-0.01,terms,1956
111,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,-0.005,terms,919
112,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,0.005,terms,943
113,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,0.01,terms,1912
114,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,0.025,terms,4615
115,train-monthly-00001,train,synthetic_monthly,STEP KI,True,first_strike,0.05,terms,8585
116,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,-0.05,terms,6
117,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,-0.025,terms,1
118,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,-0.01,terms,0
119,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,-0.005,terms,0
120,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,0.005,terms,0
121,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,0.01,terms,0
122,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,0.025,terms,0
123,train-monthly-00001,train,synthetic_monthly,STEP KI,True,last_strike,0.05,terms,1
124,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,-0.05,terms,1263
125,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,-0.025,terms,1172
126,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,-0.01,terms,846
127,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,-0.005,terms,559
128,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,0.005,terms,600
129,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,0.01,terms,1034
130,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,0.025,terms,1737
131,train-monthly-00001,train,synthetic_monthly,STEP KI,True,monthly_barrier,0.05,terms,2611
132,train-regular-00002,train,synthetic_regular,LIZARD KI,False,base,0.0,terms,0
133,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,-0.01,terms,19773
134,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,-0.005,terms,19773
135,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,-0.0025,terms,19773
136,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,-0.001,terms,19773
137,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,0.001,terms,19773
138,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,0.0025,terms,19773
139,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,0.005,terms,19773
140,train-regular-00002,train,synthetic_regular,LIZARD KI,False,coupon_regular,0.01,terms,19773
141,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,-0.05,terms,341
142,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,-0.025,terms,160
143,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,-0.01,terms,65
144,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,-0.005,terms,33
145,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,0.005,terms,29
146,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,0.01,terms,68
147,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,0.025,terms,151
148,train-regular-00002,train,synthetic_regular,LIZARD KI,False,ki_barrier,0.05,terms,255
149,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,-0.05,terms,12376
150,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,-0.025,terms,6594
151,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,-0.01,terms,2610
152,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,-0.005,terms,1255
153,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,0.005,terms,1294
154,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,0.01,terms,2569
155,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,0.025,terms,6089
156,train-regular-00002,train,synthetic_regular,LIZARD KI,False,first_strike,0.05,terms,10842
157,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,-0.05,terms,120
158,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,-0.025,terms,54
159,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,-0.01,terms,23
160,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,-0.005,terms,11
161,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,0.005,terms,18
162,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,0.01,terms,31
163,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,0.025,terms,56
164,train-regular-00002,train,synthetic_regular,LIZARD KI,False,last_strike,0.05,terms,92
165,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,base,0.0,terms,0
166,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,-0.01,terms,40000
167,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,-0.005,terms,40000
168,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,-0.0025,terms,40000
169,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,-0.001,terms,40000
170,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,0.001,terms,40000
171,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,0.0025,terms,40000
172,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,0.005,terms,40000
173,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,coupon_regular,0.01,terms,40000
174,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,-0.05,terms,6420
175,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,-0.025,terms,3376
176,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,-0.01,terms,1406
177,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,-0.005,terms,727
178,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,0.005,terms,709
179,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,0.01,terms,1445
180,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,0.025,terms,3610
181,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,first_strike,0.05,terms,7167
182,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,-0.05,terms,1007
183,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,-0.025,terms,483
184,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,-0.01,terms,186
185,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,-0.005,terms,94
186,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,0.005,terms,89
187,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,0.01,terms,178
188,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,0.025,terms,477
189,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,last_strike,0.05,terms,992
190,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,-0.05,terms,7439
191,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,-0.025,terms,6388
192,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,-0.01,terms,4154
193,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,-0.005,terms,2594
194,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,0.005,terms,2600
195,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,0.01,terms,4352
196,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,0.025,terms,7021
197,train-monthly-00002,train,synthetic_monthly,STEP no-KI,True,monthly_barrier,0.05,terms,8932
198,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,base,0.0,terms,0
199,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,-0.01,terms,28426
200,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,-0.005,terms,28426
201,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,-0.0025,terms,28426
202,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,-0.001,terms,28426
203,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,0.001,terms,28426
204,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,0.0025,terms,28426
205,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,0.005,terms,28426
206,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,coupon_regular,0.01,terms,28426
207,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,-0.05,terms,8032
208,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,-0.025,terms,4728
209,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,-0.01,terms,2034
210,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,-0.005,terms,1051
211,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,0.005,terms,1031
212,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,0.01,terms,2141
213,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,0.025,terms,5768
214,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,first_strike,0.05,terms,11959
215,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,-0.05,terms,32
216,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,-0.025,terms,17
217,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,-0.01,terms,2
218,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,-0.005,terms,2
219,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,0.005,terms,1
220,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,0.01,terms,3
221,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,0.025,terms,13
222,train-regular-00003,train,synthetic_regular,LIZARD no-KI,False,last_strike,0.05,terms,27
223,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,base,0.0,terms,0
224,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,-0.01,terms,40000
225,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,-0.005,terms,40000
226,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,-0.0025,terms,40000
227,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,-0.001,terms,40000
228,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,0.001,terms,40000
229,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,0.0025,terms,40000
230,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,0.005,terms,40000
231,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,coupon_regular,0.01,terms,40000
232,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,-0.05,terms,5546
233,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,-0.025,terms,2817
234,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,-0.01,terms,1147
235,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,-0.005,terms,560
236,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,0.005,terms,573
237,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,0.01,terms,1133
238,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,0.025,terms,2803
239,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,first_strike,0.05,terms,5393
240,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,-0.05,terms,609
241,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,-0.025,terms,311
242,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,-0.01,terms,113
243,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,-0.005,terms,60
244,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,0.005,terms,68
245,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,0.01,terms,129
246,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,0.025,terms,289
247,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,last_strike,0.05,terms,497
248,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,-0.05,terms,6940
249,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,-0.025,terms,6064
250,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,-0.01,terms,4072
251,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,-0.005,terms,2562
252,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.005,terms,2486
253,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.01,terms,4120
254,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.025,terms,6698
255,train-monthly-00003,train,synthetic_monthly,LIZARD no-KI,True,monthly_barrier,0.05,terms,9321
256,train-regular-00004,train,synthetic_regular,STEP KI,False,base,0.0,terms,0
257,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,-0.01,terms,36463
258,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,-0.005,terms,36463
259,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,-0.0025,terms,36463
260,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,-0.001,terms,36463
261,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,0.001,terms,36463
262,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,0.0025,terms,36463
263,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,0.005,terms,36463
264,train-regular-00004,train,synthetic_regular,STEP KI,False,coupon_regular,0.01,terms,36463
265,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,-0.05,terms,461
266,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,-0.025,terms,176
267,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,-0.01,terms,56
268,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,-0.005,terms,25
269,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,0.005,terms,32
270,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,0.01,terms,45
271,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,0.025,terms,72
272,train-regular-00004,train,synthetic_regular,STEP KI,False,ki_barrier,0.05,terms,72
273,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,-0.05,terms,6759
274,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,-0.025,terms,3509
275,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,-0.01,terms,1410
276,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,-0.005,terms,715
277,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,0.005,terms,704
278,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,0.01,terms,1358
279,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,0.025,terms,3430
280,train-regular-00004,train,synthetic_regular,STEP KI,False,first_strike,0.05,terms,6837
281,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,-0.05,terms,955
282,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,-0.025,terms,446
283,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,-0.01,terms,175
284,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,-0.005,terms,84
285,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,0.005,terms,87
286,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,0.01,terms,170
287,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,0.025,terms,407
288,train-regular-00004,train,synthetic_regular,STEP KI,False,last_strike,0.05,terms,759
289,train-monthly-00004,train,synthetic_monthly,STEP KI,True,base,0.0,terms,0
290,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.01,terms,40000
291,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.005,terms,40000
292,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.0025,terms,40000
293,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,-0.001,terms,40000
294,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,0.001,terms,40000
295,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,0.0025,terms,40000
296,train-monthly-00004,train,synthetic_monthly,STEP KI,True,coupon_regular,0.005,terms,40000
