payoff,cohort,model,seed,scope,axis,offset,n_rows,n_families,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
reference,monthly_test,affine_coupon_delta,101,terms,first_strike,0.005,128,128,65.52611075135155,79.15243487420612,0.9700338084231666,4.162373768461597,5.777185504060675,3.3364168486926546,0.265625,0.6484375,0.8671875,121,0.6363636363636364
reference,monthly_test,affine_coupon_delta,101,terms,first_strike,0.01,128,128,68.95290384710071,84.15037166205661,0.9664982198717911,8.350353662352669,11.729867208508292,6.737183139129533,0.15625,0.5703125,0.6484375,123,0.6260162601626016
reference,monthly_test,affine_coupon_delta,101,terms,first_strike,0.025,128,128,79.76848336802111,100.59369697856208,0.9534367067096213,21.47159117342138,30.625632823523517,17.29542684587068,0.109375,0.3203125,0.5,124,0.6129032258064516
reference,monthly_test,affine_coupon_delta,101,terms,first_strike,0.05,128,128,98.5136615690065,130.9659160768686,0.9235870984699432,44.68011249150186,64.20108287715863,34.73480846585578,0.0234375,0.171875,0.328125,124,0.6129032258064516
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.05,43,43,41.45089829288597,53.34930272078293,0.9866808000250861,33.53295539019182,38.943447499965224,-5.469563990946887,0.0,0.13953488372093023,0.18604651162790697,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.025,43,43,38.9429730244068,49.90823620209712,0.9890758665204011,17.404113201496674,19.697961696671797,-0.41324227222407406,0.0,0.06976744186046512,0.3023255813953488,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.01,43,43,39.85612649342054,49.516023419069974,0.9895415447643577,7.28011002097019,8.276089312436712,0.2713371403226559,0.0,0.3023255813953488,0.6976744186046512,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,-0.005,43,43,39.960148177391304,49.77322058462757,0.9895123614629807,3.634919102166512,4.1759684185930395,0.25737242314011544,0.06976744186046512,0.6976744186046512,1.0,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.005,43,43,40.08682912332539,50.72362350692929,0.9892425792808732,3.708589602232904,4.427249641835451,-0.47315107124258354,0.18604651162790697,0.6511627906976745,1.0,42,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.01,43,43,40.24100391591297,51.48357305885475,0.9889755977105278,7.477034549322701,8.959406953779345,-1.2320176241125245,0.11627906976744186,0.3953488372093023,0.6744186046511628,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.025,43,43,45.05423800831366,55.3202372098293,0.9874014209345335,19.22333344141411,23.418835941811697,-4.752674417498038,0.06976744186046512,0.16279069767441862,0.27906976744186046,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,ki_barrier,0.05,43,43,58.42343098792252,68.24538389146323,0.9808696137741248,41.07660314440727,51.09206159728969,-15.774121363380157,0.023255813953488372,0.06976744186046512,0.20930232558139536,43,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.05,128,128,86.67837790347002,113.3851861870208,0.9337486538163763,32.87347500577259,44.19930694301774,24.650081223109737,0.0234375,0.1640625,0.34375,128,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.025,128,128,74.19550645155059,93.19196202081741,0.95678062160049,16.399139888507005,21.931200284561747,12.110329349292442,0.0859375,0.34375,0.5078125,128,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.01,128,128,66.92883993493746,81.64358267716462,0.9674032075356247,6.548386274293685,8.672205819933936,4.846964225250607,0.1875,0.5390625,0.6640625,128,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,-0.005,128,128,64.46406662575313,77.96368982508982,0.970433497298671,3.270333101041615,4.318269743748209,2.4035650549146035,0.296875,0.6640625,1.0,127,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,0.005,128,128,59.821282227529274,70.9709529721549,0.9757460738336197,3.219394264393486,4.26273847323947,-2.3494133770388244,0.3203125,0.6640625,1.0,126,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,0.01,128,128,57.568053702538506,67.65001781755723,0.9780682640408872,6.438152836771526,8.49735206709099,-4.666177696839441,0.1796875,0.53125,0.6640625,128,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,0.025,128,128,50.70848792790003,58.315565195681884,0.9839037049634947,15.69126683122401,20.781429843017428,-11.917301607764482,0.0859375,0.3359375,0.484375,128,1.0
reference,monthly_test,affine_coupon_delta,101,terms,last_strike,0.05,128,128,39.568523342532856,46.01709615400058,0.9901386112646514,30.304355055326596,39.77142620699307,-23.86378057378655,0.046875,0.203125,0.328125,128,1.0
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.05,123,123,62.76796599661369,75.29410147136929,0.9725960933290603,3.232510109257892,4.645480856317503,-0.015419673144332761,0.3008130081300813,0.7723577235772358,0.926829268292683,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.025,123,123,62.364285457335114,74.96889890944644,0.9728323024070985,1.6115739093563421,2.3105334315358967,-0.014644328171644754,0.5365853658536586,0.926829268292683,1.0,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.01,123,123,62.16340326672381,74.81290161020435,0.9729452473255802,0.6431389630325441,0.9210153335034729,-0.007268859118950076,0.7804878048780488,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,-0.005,123,123,62.10161894619523,74.76723224664306,0.9729782682666991,0.32132234030622775,0.45992885470793043,-0.00381857399048844,0.926829268292683,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.005,128,128,62.05828192430974,74.35598045993088,0.9732455736561071,0.33570919185876846,0.472335452318858,-0.023278407752513885,0.9296875,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.01,128,128,61.97910087901593,74.29608795106653,0.9732886567909912,0.6706966087222099,0.9432176071508724,-0.04586298018693924,0.7578125,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.025,128,128,61.75835207735847,74.13586548962323,0.9734037407083883,1.6708113253116608,2.347215724593481,-0.11079013347625732,0.5234375,0.9296875,1.0,0,
reference,monthly_test,affine_coupon_delta,101,terms,monthly_barrier,0.05,128,128,61.51510074102745,73.9326484813983,0.9735493491672891,3.3196574077010155,4.65685611476988,-0.20991545170545578,0.3203125,0.765625,0.9375,0,
reference,monthly_test,affine_coupon_delta,233,schedule,nobs_early,1.0,128,128,147.77746496933327,168.2130097741946,0.8655277536532432,141.37478372257345,160.14429265674474,-138.29587046102705,0.0,0.0,0.0078125,119,0.3949579831932773
reference,monthly_test,affine_coupon_delta,233,schedule,nobs_late,1.0,128,128,614.5805262797371,659.6169118983041,-1.6615871311027797,611.6283782496819,652.9435750176849,-611.6283782496819,0.0,0.0,0.0,125,0.488
reference,monthly_test,affine_coupon_delta,233,schedule,nobs_middle,1.0,128,128,580.7004837615339,608.0136917509211,-1.1135891749782147,577.748335731479,601.9945878310112,-577.748335731479,0.0,0.0,0.0,121,0.5537190082644629
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-12.0,128,128,566.3526935930295,599.0274151954499,-2.7650502595109328,569.3048416230846,602.2699100994462,569.3048416230846,0.0,0.0,0.0,125,0.536
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-6.0,128,128,306.4355882967211,327.3142121843476,0.28112496015997934,309.3877363267763,330.06851927597546,309.3877363267763,0.0,0.0,0.0,120,0.5666666666666667
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-3.0,128,128,120.454953079513,136.3374366016021,0.8953224427544259,121.77450560438592,135.1722376066204,121.77450560438592,0.0,0.0,0.0078125,113,0.6106194690265486
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,-1.0,128,128,55.597060233512494,65.12233902294874,0.978441228696497,50.34068230384158,54.82121106416949,47.62058968533954,0.0078125,0.015625,0.0546875,97,0.6082474226804123
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,1.0,128,128,50.642242144575675,58.34406339617273,0.9842920675081791,41.950487737790354,44.13061675466291,-41.87086167950383,0.0,0.015625,0.03125,96,0.65625
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,3.0,128,128,132.0188033008664,139.19509043310347,0.9181749322737958,126.59040353220962,132.26690439864697,-126.59040353220962,0.0,0.0,0.0,111,0.6216216216216216
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,6.0,128,128,249.51639548157618,260.92847102468085,0.7448344185217803,245.51675310400333,256.0453204730398,-245.51675310400333,0.0,0.0,0.0,117,0.5897435897435898
reference,monthly_test,affine_coupon_delta,233,schedule,tenor_months,12.0,128,128,464.63665137107444,485.0483138650268,0.28152535391045364,461.5707955136928,481.1687638257887,-461.5707955136928,0.0,0.0,0.0,119,0.5882352941176471
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.01,128,128,28.160255902940072,39.543047441814764,0.9926139490466568,8.774180929486949,11.601774603769917,-0.8171610371209683,0.0390625,0.21875,0.796875,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.005,128,128,25.508030559788466,36.84455983529057,0.993506653862143,4.387093175435439,5.800911644083725,-0.40854541251125404,0.1015625,0.796875,0.9375,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.0025,128,128,24.54911975651664,35.77277574414156,0.9938425633058648,2.1934660702633364,2.90042263697787,-0.20429187454283237,0.1796875,0.9375,0.9765625,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,-0.001,128,128,24.09804841268577,35.22879829755358,0.9940078264518668,0.8773050558132429,1.1600876699351266,-0.08172391277427468,0.796875,0.9921875,1.0,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.001,128,128,23.55745354820438,34.62656603081662,0.9941851198209976,0.87747260571147,1.1601980210213274,0.0817046201167006,0.796875,0.9921875,1.0,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.0025,128,128,23.21439683291682,34.27113179629645,0.9942854225267901,2.1936566351602473,2.900533858433085,0.20434755474949873,0.1796875,0.9375,0.9765625,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.005,128,128,22.8753634751371,33.86971032757101,0.9943894419956311,4.38715482262584,5.800925247789521,0.4085703874782966,0.1015625,0.796875,0.9375,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,coupon_regular,0.01,128,128,22.59843031392507,33.80725325555708,0.9943560240291495,8.774297706627598,11.60185326131986,0.8171641662095985,0.0390625,0.21875,0.796875,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.05,128,128,47.25848397317621,58.86645225758929,0.9799566826435623,37.93610205641865,48.482050872787795,-30.240209696522168,0.0078125,0.1171875,0.2265625,126,0.6190476190476191
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.025,128,128,34.41346757101533,43.06856837097014,0.9903228997348295,20.870435750118002,27.055494951103977,-15.547589238137638,0.0390625,0.1953125,0.3984375,128,0.625
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.01,128,128,25.523829513110336,36.13040559036558,0.9935098425648001,8.807931834183062,11.522660286012728,-6.428457315988149,0.125,0.46875,0.6171875,124,0.6290322580645161
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,-0.005,128,128,23.793866655289342,35.06900560424989,0.9939682166950657,4.516400249862878,5.885990287770176,-3.2497369799615017,0.1953125,0.6171875,0.890625,123,0.6260162601626016
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,0.005,128,128,26.428100788503393,35.7818394876863,0.9938760967626674,4.534351348571363,6.055845131868376,3.2332775301668635,0.234375,0.625,0.8515625,121,0.6115702479338843
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,0.01,128,128,29.895393463870015,37.82789685992523,0.993230132018687,9.22455677740436,12.29717202041468,6.534997664793385,0.1015625,0.4921875,0.6328125,123,0.6341463414634146
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,0.025,128,128,41.81609481235843,49.34304310799325,0.9887964924738848,23.933478908130684,32.14159255050813,16.92270223828382,0.0390625,0.2109375,0.34375,124,0.6370967741935484
reference,monthly_test,affine_coupon_delta,233,terms,first_strike,0.05,128,128,64.98532900265153,78.86468779179934,0.972291354428742,49.87507696715026,67.83752435589422,35.13959385307378,0.0078125,0.1015625,0.1953125,124,0.6048387096774194
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.05,43,43,51.59881316016389,69.10919250097916,0.9776492407053428,37.22195038719233,42.43326989304347,-12.510743847535563,0.0,0.046511627906976744,0.09302325581395349,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.025,43,43,39.36528924961626,53.51263998104822,0.9874409928350224,18.009348476291162,20.743404979409817,-4.664398014603196,0.06976744186046512,0.11627906976744186,0.27906976744186046,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.01,43,43,35.421450982599495,48.810040716517044,0.9898376449899273,7.434692762503327,8.51432382632899,-1.60167644479016,0.06976744186046512,0.32558139534883723,0.6976744186046512,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,-0.005,43,43,34.97639556447867,47.997072115760425,0.9902475054449323,3.7337149791130724,4.247354537541128,-0.7075990526828656,0.16279069767441862,0.6744186046511628,1.0,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.005,43,43,35.91396705539845,47.93032711872545,0.9903947560501736,3.8417573362126833,4.400848916675069,0.548430955571722,0.16279069767441862,0.627906976744186,1.0,42,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.01,43,43,36.740032383688316,48.80444869471116,0.990093128843527,7.685129113841889,8.835924706872609,0.8668005338819454,0.06976744186046512,0.3488372093023256,0.6046511627906976,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.025,43,43,40.838876343743664,54.30823471533511,0.9878581497811693,18.932399550322877,22.36863969764062,0.9076321581883954,0.046511627906976744,0.18604651162790697,0.3023255813953488,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,ki_barrier,0.05,43,43,55.46613754112585,72.14724700110676,0.9786195567881613,38.18704757822115,46.583757237340336,-3.1209840010996,0.0,0.13953488372093023,0.20930232558139536,43,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.05,128,128,39.101275711998,45.24667149888934,0.9894499299021665,31.979509719569855,36.354718674020056,19.369635893264785,0.0078125,0.0703125,0.140625,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.025,128,128,29.029254028969916,35.86926532940391,0.9935972496430453,15.90766488853842,17.881605308591563,10.136768338037655,0.015625,0.125,0.2890625,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.01,128,128,24.813878814348783,34.09046983222237,0.9943167503673798,6.398700000563016,7.140169572696181,4.24031001337183,0.046875,0.3671875,0.90625,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,-0.005,128,128,23.91525647831765,34.29354589753532,0.9942794212006884,3.1874524645196898,3.568922478428322,2.132447740218292,0.1328125,0.9140625,1.0,127,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,0.005,128,128,24.094390196840628,35.712598758945624,0.9938586522986743,3.106767192056092,3.4883070207019085,-2.1449834152978533,0.1015625,0.8984375,1.0,126,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,0.01,128,128,24.863908964634433,36.84542655530151,0.9934941453638775,6.263209670685077,6.98867303265134,-4.326240300491918,0.0625,0.390625,0.921875,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,0.025,128,128,30.914760357274368,41.95750725646151,0.9916674811999708,15.49238789382313,17.3611098216609,-11.602547173834562,0.03125,0.1171875,0.296875,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,last_strike,0.05,128,128,43.97447092819591,53.7875049325418,0.9865270574608358,30.82887332607061,34.60548540553424,-25.0995571546567,0.015625,0.0703125,0.1328125,128,1.0
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.05,123,123,23.837142258512365,35.74031306619029,0.9938254220938856,7.110591826400136,8.133001231094433,-1.1349693546450235,0.04065040650406504,0.2845528455284553,0.8373983739837398,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.025,123,123,22.8988736767689,34.22523802195094,0.9943378219201113,3.5239477467730764,4.0430711441974525,-0.4855937104884202,0.10569105691056911,0.8455284552845529,0.983739837398374,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.01,123,123,22.544808021439565,33.53383320046275,0.9945642813543889,1.4020514682056457,1.6113948085866021,-0.17507774073903154,0.2764227642276423,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,-0.005,123,123,22.499007669318807,33.34128414246372,0.9946265252155314,0.699743991944848,0.8047078760184294,-0.08439145437101038,0.8617886178861789,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.005,128,128,23.768768496635232,34.717434582992986,0.9941674417349096,0.699339434504509,0.8012712311116763,0.10458752512931824,0.859375,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.01,128,128,23.72219533925181,34.5438691351944,0.9942256142404242,1.3958942145109177,1.600372480108956,0.20286999642848969,0.2734375,1.0,1.0,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.025,128,128,23.727286979467294,34.13643942252784,0.99436102362664,3.4678028896450996,3.9837303975824296,0.4607299342751503,0.1015625,0.859375,0.984375,0,
reference,monthly_test,affine_coupon_delta,233,terms,monthly_barrier,0.05,128,128,24.365863909351617,33.83766423775524,0.9944593006168213,6.866436451673508,7.908733443681033,0.7709488272666931,0.0390625,0.2734375,0.875,0,
reference,monthly_test,affine_coupon_delta,47,schedule,nobs_early,1.0,128,128,130.01962157847186,160.35140685615522,0.8778034214951277,132.23432742865043,170.6758398567663,-10.168855265240076,0.0078125,0.0078125,0.0234375,119,0.6470588235294118
reference,monthly_test,affine_coupon_delta,47,schedule,nobs_late,1.0,128,128,474.04991489135176,550.504279636717,-0.8538667838010159,493.74489623305874,576.070608921526,-493.74489623305874,0.0,0.0,0.0,125,0.488
reference,monthly_test,affine_coupon_delta,47,schedule,nobs_middle,1.0,128,128,469.26201938818383,518.8100177564315,-0.5389005833456888,488.9570007298911,543.4521910684014,-488.9570007298911,0.0,0.0,0.0,121,0.5537190082644629
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-12.0,128,128,596.5027299205703,670.5109503238812,-3.717252572175714,576.8077485788633,646.1778884694075,576.8077485788633,0.0,0.0,0.0,125,0.536
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-6.0,128,128,322.70995668716205,363.94415095704954,0.11122226428951654,303.01497534545496,340.2082727292201,303.01497534545496,0.0,0.0,0.0,120,0.5666666666666667
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-3.0,128,128,59.87001019053086,76.33774421208707,0.967182765851202,45.89941862672276,54.886603622302445,35.7026604603525,0.0078125,0.0703125,0.0859375,113,0.6106194690265486
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,-1.0,128,128,53.095972477764306,67.2775779105266,0.976990630440622,34.935916146780684,39.49244666168038,33.04369172890863,0.0078125,0.015625,0.03125,97,0.6185567010309279
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,1.0,128,128,26.60497996082819,32.71836945295904,0.9950602043262262,33.543114915678416,37.383184888356205,-33.543114915678416,0.0078125,0.0078125,0.015625,96,0.65625
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,3.0,128,128,76.21225988654307,87.76124877386886,0.9674729912117781,93.16394179088138,103.61919502779635,-93.16394179088138,0.0,0.0078125,0.0078125,111,0.6216216216216216
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,6.0,128,128,152.8243353276885,171.88302699516947,0.8892751396601775,171.46597613826484,189.68068246364095,-171.19629895356502,0.0,0.0,0.0,117,0.5897435897435898
reference,monthly_test,affine_coupon_delta,47,schedule,tenor_months,12.0,128,128,290.89521146877564,316.4594326928268,0.6941717926299289,309.53685227935205,334.83385032357137,-307.66808696091505,0.0,0.0,0.0,119,0.5882352941176471
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.01,128,128,23.76905318829666,33.57755241955268,0.9946743809271702,8.226106205023825,10.295657085996437,-0.2419948414899411,0.078125,0.28125,0.8125,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.005,128,128,23.601410384033727,34.69062677399232,0.9942436644482037,4.113053303134317,5.147866362530223,-0.12099956759872507,0.1328125,0.8125,0.953125,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.0025,128,128,23.815240890346338,35.514933563330665,0.9939310062723553,2.0564916278235614,2.5739064313251645,-0.0605142954736948,0.2421875,0.953125,1.0,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,-0.001,128,128,23.985530564751613,36.088669559365876,0.9937117403144327,0.8225550243320564,1.0295214568235955,-0.024205430566022722,0.8125,1.0,1.0,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,0.001,128,128,24.342757573968257,36.940328478686745,0.993382050819158,0.8226256820683677,1.0295474295088434,0.02418613790844866,0.8125,1.0,1.0,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,0.0025,128,128,24.661698638768016,37.64039569583038,0.9931065664865371,2.056550337622563,2.573924274014401,0.06052340955163038,0.234375,0.953125,1.0,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,0.005,128,128,25.258255408219206,38.9154755214067,0.9925932484814447,4.112994110599781,5.147759818026489,0.12100125950140228,0.1328125,0.8125,0.953125,128,1.0
reference,monthly_test,affine_coupon_delta,47,terms,coupon_regular,0.01,128,128,26.8479776250664,41.82589300195477,0.9913611521262674,8.22608481363083,10.295605151799323,0.24203522348155593,0.078125,0.28125,0.8125,128,1.0
