item,fair,mc
KR65233EJ518,0.8880525252525252,1.0109613
KR65233CG518,0.839475,0.9891674
KR6703397515,0.9321676767676766,1.0126392
KR65233CL518,0.818662,0.99678636
KR65233CK510,0.8447870000000001,1.0198002
KR65233CJ512,0.8550700000000001,0.9985138
KR65333BF510,0.9994949494949495,1.0053933
KR65733DP516,0.8828870000000001,1.008625
KR6533310522,0.993,0.94424284
KR6583390515,0.9193865,1.0144147
KR65733DQ514,0.85955,0.99616015
KR65733DR512,0.846183,0.9990344
KR65733DS510,0.8000109999999999,0.9879972
KR67033A8515,0.9601808080808082,1.0146494
KR6583391513,0.8532190000000001,0.9996211
KR65033DX515,0.9120763300000001,0.9978602
KR65033DY513,0.91850057,1.0052062
KR6543375515,0.9860606060606061,0.9417534
KR6583388519,0.9087215,1.0022062
KR65933DD518,1.0376848484848484,1.020254
KR65933D9515,1.035109090909091,1.010286
KR6543361515,0.9737,0.95209193
KR6543362513,0.9295,0.94235855
KR6513306524,0.9111969999999999,0.97810745
KR6513305526,0.9028129999999999,0.97766465
KR6513309528,0.917818,0.9982886
KR6573317528,0.8523280000000001,0.96504897
KR6573316520,0.927602,0.9955863
KR6703301525,0.94279,1.007062
KR6523318527,0.8880505050505051,1.0104264
KR6593306527,0.859554,0.99926746
KR6593305529,0.8711610000000001,1.0050251
KR6593308523,0.847234,0.9610742
KR6593309521,0.862692,0.9997101
KR6593307525,0.85711,0.96977943
KR6703315525,0.9241131313131312,1.0121175
KR6543307526,0.9887878787878788,0.9757333
KR6523305524,0.8624569999999999,0.996816
KR6523303529,0.874649,1.012962
KR6523306522,0.840723,0.99127364
KR6553339526,0.9494898989898991,1.0012419
KR6573324524,0.8767799999999999,0.9971877
KR6553343528,0.9427939393939394,1.0087434
KR6773301520,0.9157969696969697,1.0100182
KR6553342520,0.9445040404040405,1.0046645
KR6553338528,0.9596949494949495,1.0106852
KR6573326529,0.829556,0.98296064
KR6513350522,0.8991797979797979,0.98750615
KR6523313528,0.8633959999999999,0.9951057
KR6523312520,0.8608,0.9910199
KR6553341522,0.9427939393939394,1.0093454
KR6573344522,0.822312,0.98972523
KR6533320521,0.9915,0.9443174
KR6553371529,0.9407797979797979,1.0088372
KR6553373525,0.9441808080808081,0.99980104
KR6543301529,0.9238,0.94059867
KR6503321525,0.9578131313131314,1.0063285
KR6503318521,0.9154181818181818,1.0110153
KR6573347525,0.860548,0.96153456
KR6703336521,0.9573040404040404,1.0051782
KR6583308525,0.9131670000000001,1.0111692
KR6583309523,0.8707875,0.9695676
KR6573346527,0.898459,1.0053979
KR6553372527,0.9553959595959596,1.0056958
KR6593350525,1.0341939393939394,1.0176426
KR6583319522,0.9157655,1.0072925
KR6573345529,0.879503,0.9990476
KR6503336523,0.9007833199999999,0.99768156
KR6513318529,0.901891,0.96976393
KR6573358522,0.8868440000000001,0.9976299
KR6593318522,0.865266,0.9675751
KR6703339525,0.9659272727272727,1.0063646
KR6503337521,0.90243543,1.0029608
KR6593320528,0.8930950000000001,1.0097959
KR6513317521,0.8938389999999999,0.96976393
KR6593321526,0.865088,1.0027882
KR6703317521,0.94455,1.0075184
20150202000410_3294,0.9834,0.98157793
KR6593313523,0.852994,0.97757167
KR6573357524,0.801453,1.0005425
KR6573359520,0.808937,0.9981487
KR6553376528,0.9310737373737373,1.013509
KR6793309529,0.9545474747474748,1.008801
KR6593366521,1.0307030303030302,1.0100772
KR6523347526,0.865477,1.0132271
KR6593367529,1.0352282828282828,1.0109947
KR65233A4524,0.9074949494949496,1.0062301
KR6543327524,0.9827272727272728,0.9754648
KR6523349522,0.8254670000000001,0.99774736
KR6523344523,0.867657,0.9970612
KR6573374529,0.858558,0.97106427
KR6573368521,0.854366,1.0193982
KR6573369529,0.8678629999999999,1.010434
KR6573371525,0.899883,1.0010706
KR6573370527,0.8212200000000001,0.9869946
KR65533AG523,0.9427282828282828,1.0048004
KR6543339529,0.9721212121212122,0.9635156
KR65233AG520,0.8803676767676767,1.0101179
KR6573372523,0.857957,0.99891144
KR6523364521,0.852345,0.99565375
KR65533AH521,0.9627737373737373,1.008407
KR6523366526,0.855508,1.0201296
KR65233AH528,0.843529292929293,1.0126333
KR6523367524,0.839311,0.95587045
KR6523362525,0.854291,0.9921853
KR6703359523,0.9482242424242424,1.0049714
KR6543335527,0.9196,0.9401148
KR6543336525,0.9702,0.97503275
KR6533357523,0.9915,0.9615988
KR65233AK522,0.8803686868686869,1.0105727
KR65233AJ524,0.8435040404040405,1.012305
KR6583325529,0.8677695,0.96897036
KR6573390525,0.824943,1.0061611
KR6543346524,0.9752525252525253,0.94136626
KR6583324522,0.8580984,0.9967946
KR6503365522,0.9533363636363636,1.0001639
KR6543345526,0.9675757575757575,0.97420686
KR6573392521,0.864908,0.9912567
KR6573393529,0.849217,0.9675604
KR6593359526,0.8515739999999999,1.0052357
KR6593358528,0.8390799999999999,1.00241
KR6593360524,0.858698,0.9961086
KR6703340523,0.9285969999999999,1.0017844
KR6593362520,0.8545159999999999,0.96732
KR65733A4529,0.879273,1.0089862
KR6513366528,0.8921209999999999,0.9745305
KR6513367526,0.902857,0.9745305
KR65733A5526,0.861547,0.9964942
KR6593363528,0.839475,0.97658557
KR6793306525,0.896798,0.98993134
KR65033A5523,0.91270723,0.99687606
KR6573373521,0.9053222222222223,1.008188
KR6573380526,0.8712878787878788,1.0071458
KR65133AH520,0.9157525252525254,0.98719805
KR65333A1529,0.993,0.9614165
KR65233BV527,0.8820383838383838,1.0100422
KR65233BW525,0.9097131313131313,1.0082185
KR65233A7527,0.7935180000000001,0.99987
KR65233A0522,0.8913840000000001,1.0044115
KR65233BX523,0.8852686868686869,1.0103091
KR6583360526,0.9293135,1.0029674
KR65233A5521,0.856991,0.9951774
KR65233A6529,0.8635959999999999,1.0205421
KR6773312527,0.880969696969697,1.0123816
KR6773311529,0.9381171717171718,1.0082185
KR65733AJ523,0.8540459999999999,0.9684797
KR65933AB526,0.8541780000000001,1.0039194
KR6773315520,0.8825909090909091,1.0121199
KR65733AH527,0.849161,1.0128518
KR65733AF521,0.8285040000000001,0.9951221
KR65733AE524,0.853584,0.99526435
KR65333B6527,0.9994949494949495,1.0065151
KR6703365520,0.9769888888888889,1.0082886
KR65933B8527,1.031521212121212,1.0103999
KR65733AZ529,0.855059,1.0051129
KR65313BE523,0.9994949494949495,1.0006547
KR65233CP527,0.8448202020202019,1.012096
KR65733B0526,0.809692,0.99272287
KR65733AY522,0.867944,0.99885565
KR65233CB527,0.8683770000000001,1.006467
KR65233CC525,0.865116,1.0026971
KR65533D2522,1.0101010101010102,1.0082538
KR65233CF528,0.8232149999999999,0.9902726
KR65933BL523,1.0320949494949494,1.0103644
KR65333BN522,0.9994949494949495,1.011191
KR6703380529,0.9790575757575758,1.0082538
KR6703379521,0.9571434343434343,1.0053542
KR65233CR523,0.8574282828282829,1.0123245
KR65233CG526,0.862867,0.9889919
KR65733BJ521,0.8548709999999999,0.9589411
KR65733BH525,0.8357680000000001,0.9952319
KR6793320526,0.967839393939394,1.011766
KR65233CQ525,0.881360606060606,1.0076388
KR65833A1524,0.9249084000000001,1.0028456
KR65833A2522,0.8884814,1.0026641
KR65733BF529,0.8601049999999999,1.0008149
KR65833A5525,0.8590414000000001,0.994573
KR65533D3520,0.9626444444444445,1.0082203
KR65533D5525,0.9521676767676767,1.0088542
KR65733BG527,0.871292,0.99331105
KR65733AK521,0.9086555555555557,1.0104125
KR6673333524,0.8867120000000001,0.95876294
KR65133BJ524,0.9189454545454545,0.9870287
KR65033CS525,0.90714737,0.9948793
KR65933BN529,1.032010101010101,1.0102624
KR6533310530,0.9915,0.96145946
KR6543359527,0.9698989898989899,0.9741569
KR65033C2528,0.9707969696969696,1.0070804
KR65133AC521,0.913278,0.96844506
KR65133AB523,0.888126,0.96855927
KR65933C0523,0.860075,1.0134194
KR65133AA525,0.905608,0.96844506
KR6703301533,0.9498219999999999,1.0074275
KR6573305531,0.8488319999999999,1.0030488
KR6593308531,0.8605309999999999,1.0034691
KR6593309539,0.8498760000000001,0.9689908
KR6593307533,0.8530690000000001,1.0023047
KR6533344539,0.9994949494949495,1.0072293
KR6593306535,0.8956719999999999,1.0054251
KR6513315533,0.9228070707070708,0.9872449
KR6593310537,0.8408049999999999,0.97665787
KR6703304537,0.886655,0.97549105
KR6573304534,0.854526,0.9938398
KR6523309534,0.880984,1.0147837
KR6523310532,0.862625,0.99480844
KR6523308536,0.8631770000000001,1.0054064
KR6703313538,0.9581171717171718,1.004853
KR6533361533,0.9994949494949495,1.0072505
KR6533362531,0.9994949494949495,1.0013888
KR6573314533,0.8730319999999999,0.99320716
KR6773301538,0.9327252525252525,1.0077949
KR6573316538,0.865569,1.000182
KR6573313535,0.916402,1.0009321
KR6523325530,0.9468129999999999,1.0053111
KR6553367535,0.9721414141414142,1.005235
KR6523321539,0.831667,0.9898617
KR6523320531,0.860417,0.99913406
KR6523319533,0.8614799999999999,1.0122287
KR6523322537,0.8528879999999999,0.95240146
KR6523362533,0.891240404040404,0.9940696
KR6533367530,0.9994949494949495,1.0084375
KR6523363531,0.9057181818181819,1.0089356
KR6533375533,0.9994949494949495,1.0085585
KR6573345537,0.86566,0.95289284
KR6733306536,0.872552,0.9812136
KR6573342534,0.8267629999999999,0.9839027
KR6533376531,0.9994949494949495,1.0073137
KR6573341536,0.8919229999999999,0.9954616
KR6553372535,0.9654282828282829,1.0053797
KR6553371537,0.9597434343434342,1.0056671
KR6533322535,0.9915,0.9598954
KR6583311537,0.8656520000000001,0.99259996
KR6583310539,0.8969306,1.0026193
KR6703339533,0.9508464646464646,1.005114
KR6573343532,0.898143,1.0039893
KR6573344530,0.917125,1.0030735
KR6573354539,0.8587299999999999,0.9845727
KR6703360539,0.9498484848484848,1.0040909
KR6793302532,0.9130969999999999,0.9945499
KR6573357532,0.9346530000000001,0.99204206
KR6573356534,0.874698,0.9942359
KR6593327531,0.8645860000000001,0.9755005
KR6513310534,0.908759,1.0000917
KR6723302537,0.860474,0.95315516
KR6593325535,0.885869,0.9930468
KR6593321534,0.87585,0.9997512
KR6593320536,0.905582,0.99861115
KR6513311532,0.910808,1.0004563
KR6593323530,0.874589,0.9707705
KR6593322532,0.8668530000000001,1.0103949
KR6503321533,0.9163971900000001,0.9943461
KR6593326533,0.867182,1.0019933
KR6523364539,0.9317989898989898,1.0066019
KR6573355536,0.904015,0.995585
20150303000211_1523,0.9130309999999999,0.9948532
KR65333A0539,0.9994949494949495,0.99988097
KR65933A2539,1.0288575757575757,1.0016432
KR6523354530,0.8617950000000001,0.9851054
KR6533399533,0.9994949494949495,1.0076697
KR65533A2533,0.962580808080808,1.0032676
KR6523353532,0.87676,0.99022585
KR6523352534,0.8692040000000001,1.0092897
KR6703365538,0.9591656565656566,1.0016133
KR6523355537,0.870762,0.9950426
KR65333AK538,0.9994949494949495,1.0066162
KR65133A0531,0.9619343434343434,0.9986937
KR6573370535,0.855556,0.99949366
KR6593397534,1.0351313131313131,1.0070299
KR6573369537,0.8724149999999999,0.99846345
KR6573368539,0.8420219999999999,0.98047787
KR65333AL536,0.9994949494949495,1.0034006
KR6573366533,0.9176139999999999,0.9975237
KR65233AB539,0.9305868686868687,1.0030143
KR6703375537,0.9505222222222223,1.0037906
KR6523381533,0.8740110000000001,1.0047363
KR65133AD537,0.9619494949494949,0.9991895
KR6543333530,0.9415151515151515,0.9374725
KR6543334538,0.9566666666666667,0.92469156
KR6523386532,0.8642120000000001,0.9507587
KR65933A6530,1.020959595959596,0.99918073
KR65533AW538,0.9453313131313132,0.99317265
KR65333AP537,0.9994949494949495,1.000008
KR6523385534,0.8408559999999999,0.98605555
KR6573375534,0.8799696969696971,0.9888088
KR6523382531,0.877194,0.9980931
KR65333B3532,0.9994949494949495,0.99732834
KR65233AC537,0.9231969696969696,1.0011841
KR6573387539,0.871383,0.9600262
KR6573386531,0.842448,0.9909104
KR6503347538,0.9184181818181818,0.9997549
KR6543332532,0.9301,0.90029687
KR6573385533,0.8692979999999999,0.9917316
KR65233AF530,0.9738373737373737,0.99826175
KR65233AD535,0.8925686868686868,0.991011
KR6503352538,0.9238686868686868,0.993041
KR6653330532,0.944634,0.99936926
KR6573384536,0.8594459999999999,0.99034345
KR6583357530,0.8607522999999999,0.99197286
KR6543335535,0.9497979797979798,0.9551107
KR6533359537,0.9915,0.95830846
KR6583353539,0.8931096,1.002367
KR65933B6539,1.035411111111111,1.000648
KR6543336533,0.98,0.97465986
KR65133AB531,0.9467282828282829,1.0020803
KR6663331538,0.9979,0.99980235
KR6573377530,0.8664161616161616,1.0007
KR6663330530,0.9972,0.97345877
KR6503375539,0.8928159999999999,0.98916394
KR6513354532,0.8986069999999999,1.0079257
KR6593363536,0.8916,0.994092
KR6703352536,0.871727,0.9597532
KR6593359534,0.875416,0.9949462
20150311000268_202,0.917092,0.98880136
KR6593358536,0.9103969999999999,1.0011103
KR65133A4533,0.9323242424242425,0.98501754
KR6513353534,0.921895,1.007345
KR6703349532,0.9154049999999999,0.9977489
KR6593361530,0.9157879999999999,1.0005469
KR6723332534,0.8900549999999999,0.979638
KR6593362538,0.8666309999999999,0.99461836
KR6513352536,0.914186,1.0079257
KR65733A1533,0.916106,0.9980837
KR6593366539,0.861728,1.0007437
KR65733A2531,0.871949,0.9499949
KR6593364534,0.8904290000000001,1.0053067
KR6503380539,0.9298555555555555,0.9978244
KR65233AR535,0.86851,0.99105257
KR65233AS533,0.863608,0.9832076
KR65233BL536,0.8996808080808081,0.9978244
KR6773315538,0.8981888888888888,1.0122882
KR65233AM536,0.803945,0.9835295
KR65233AQ537,0.8791709999999999,0.99269617
KR6771314533,0.8917646464646464,1.0003586
KR6793308539,0.913410101010101,1.0012548
KR65733AE532,0.9197559999999999,0.9988773
KR65733AF539,0.873532,0.9887627
KR65733AD534,0.838276,0.9742645
KR65733AC536,0.90279,0.9856768
KR65233CQ533,0.9038070707070708,0.99035776
KR65233B3533,0.8653879999999999,0.99169105
KR65233B4531,0.880757,0.9501618
KR6653346538,0.904809,0.98895276
KR6653347536,0.872361,0.94767845
KR65233AY531,0.88382,1.0037017
KR65233B0539,0.879639,0.9875861
KR65233CY537,0.9013646464646465,0.9984414
KR6543344537,0.9451,0.96149915
KR65333AG536,0.9915,0.95849085
KR6773323532,0.8996262626262626,1.0007962
KR65533C9536,0.9519060606060606,1.0016681
KR6773326535,0.8929299999999999,0.9958245
KR65733B3538,0.893619,0.9863375
KR65733B4536,0.947041,0.9915002
KR65733B6531,0.921016,1.0006886
KR65733B5533,0.9538270000000001,1.0017495
KR6543345534,0.9049,0.9234273
KR67033AC539,0.9264030303030303,0.9924324
20150316000582_1531,0.87067,0.9474261
KR65233CX539,0.9013484848484848,0.99813616
KR65733B2530,0.9049719999999999,0.9579879
KR6723358539,0.906157,0.9789996
KR65933AP534,0.8862260000000001,0.9943376
KR6773324530,0.8986626262626263,1.0000956
KR65933AN539,0.8764709999999999,0.99424547
KR65933AL533,0.8972829999999999,0.9865387
KR65733BJ539,0.924537,0.9884186
KR65933AK535,0.9270440000000001,0.99960047
KR65933AJ537,0.897128,0.9922171
KR65933AR530,0.903431,1.0050746
KR65733BL535,0.8903690000000001,0.99129635
KR6663346536,0.9974,0.97032267
KR65033C0530,0.891284,0.9563604
KR65733BK537,0.908546,0.98437756
KR65933AS538,0.896382,0.97657466
KR65033BH538,0.8913339400000001,0.9885765
KR6793307531,0.912869,0.94694024
KR65933AT536,0.918114,0.9988317
KR67033AK532,0.9512969696969698,1.0022545
KR65233C7533,0.8966290000000001,0.9959619
KR65233C8531,0.921042,0.9953938
KR67033AL530,0.9317535353535354,0.99769473
KR6793313539,0.9359252525252525,0.99833816
KR65233CG534,0.909309,1.0067875
KR6543371530,0.9476767676767677,0.9553151
KR6543370532,0.9707070707070707,0.9710148
KR65033BB531,0.9618131313131314,0.99917877
KR65233CH532,0.8884549999999999,0.9851141
KR67033B5536,0.9297808080808081,1.0005836
KR65733C0533,0.881076,0.9464612
KR65233EH538,0.9141505050505051,0.9916823
KR65233EG530,0.87949898989899,0.9997885
KR65733C1531,0.901483,1.0041333
KR65733BY538,0.925776,0.9914441
KR65733C2539,0.8834489999999999,0.9502528
KR6543382537,0.936969696969697,0.93617934
KR65933CZ539,1.016589898989899,0.99879795
KR65933D1538,1.0219555555555555,0.9978154
KR65933D0530,1.0206565656565656,1.0119237
KR65533E2539,0.9462636363636364,0.9987657
KR65933CB530,0.9130459999999999,0.98884016
KR65933CC538,0.9158149999999999,1.0088315
KR65933DA530,1.0216858585858586,0.99773484
KR6543387536,0.9472727272727273,0.9544965
KR6773325537,0.957010101010101,0.9987657
KR65233D8530,0.88423,0.99550104
KR65733AL537,0.9052424242424242,0.98768806
KR65733D0532,0.8833838383838384,0.99499553
KR65233D9538,0.918273,1.0151315
KR65933CA532,0.886925,0.99415165
KR65933C9532,0.8943129999999999,0.97684276
KR65933C8534,0.922693,0.99970114
KR65933CF531,0.870503,1.0013354
KR65933CE534,0.9330790000000001,0.9997303
KR65933CD536,0.890716,0.9933355
KR65233DA535,0.863461,0.9810062
KR65233EK532,0.9053373737373738,0.9970895
KR65233EJ534,0.8843484848484848,1.000036
KR65233EL530,0.9358454545454546,0.9987657
KR65733CT536,0.8708600000000001,0.990617
KR65833CD538,0.9661415000000001,1.0145772
KR6543374534,0.9761,0.95042
KR65833CF533,0.918989,0.9848843
KR65033CR535,0.9225585858585859,0.9926796
KR65033CQ537,0.9337444444444444,0.99704444
KR65033CC537,0.9516474747474747,1.0006645
KR65033D0539,0.9582434343434344,0.999138
KR65733CV532,0.881083,0.991213
KR65733CC532,0.9339424242424244,0.999138
KR65333BZ534,0.9915,0.9839033
KR65333C0537,0.9915,0.95767105
KR65333D4538,0.9994949494949495,0.9961343
KR6773340536,0.9460494949494949,0.999138
KR65733CX538,0.932278,1.0015707
KR65733CW530,0.9205559999999999,0.9973768
KR65733CS538,0.89902,0.9891361
KR6663357533,0.9972,0.9747678
KR6773342532,0.9134767676767677,0.99682033
KR6773335536,0.9422515151515153,0.99898684
KR65733DD538,0.873877,0.99919367
KR65733DH539,0.884985,0.9502382
KR65833CV530,0.8387965000000001,0.9734728
KR6773336534,0.9301949494949495,1.0006906
KR65033E2534,0.904198,0.9873473
KR65733DK533,0.8814929292929293,0.9999837
KR65733DE536,0.891381,0.98876536
KR6723378537,0.9035979999999999,0.97900915
KR65133D3532,0.8719049999999999,0.96242344
KR65733DW538,0.874509,0.9987989
KR65333DT533,0.9994949494949495,0.9952447
KR65133F0536,0.905529292929293,0.99230593
KR65133D4530,0.885208,0.96242344
KR65733DV530,0.913384,0.9989688
KR65733DP532,0.9079360000000001,0.9534997
KR65133D5537,0.8841829999999999,0.96242344
KR65133D2534,0.859836,0.96242344
KR65733DS536,0.929085,0.99288714
KR6543310546,0.9588888888888889,0.9229276
KR6543309548,0.9781818181818182,0.95698863
KR6543302543,0.9242,0.9358696
KR6543314548,0.942929292929293,0.9362932
KR6543303541,0.9767,0.95219386
KR6543315545,0.9414141414141414,0.9362932
KR6543320545,0.944040404040404,0.94661206
KR6523315549,0.894068,1.0009925
KR6593339544,1.020169696969697,0.9972516
KR6773301546,0.9163111111111111,0.99649477
KR6553344542,0.9308090909090909,0.9987913
KR6773302544,0.9445212121212121,0.9993444
KR6553343544,0.8908515151515152,1.0109806
KR6593338546,1.0300585858585858,1.0001837
KR6793307549,0.9385454545454546,0.99649477
KR6593337548,1.0250828282828282,1.0014164
KR6553345549,0.8933383838383837,0.9874604
KR6703306540,0.9336828282828282,0.99197793
KR6523312546,0.872159,1.0108584
KR6523308544,0.8669370000000001,0.9803283
KR6543331542,0.9402020202020202,0.93594265
KR6523310540,0.8790479999999999,0.9923932
KR6523344549,0.8989646464646465,0.9936235
KR6703309544,0.963730303030303,0.99662066
KR6593348545,1.0,0.9976578
KR6513352544,0.8768818181818181,0.9794438
KR6793308547,0.9624797979797979,0.9971761
KR6523345546,0.877869696969697,0.99602866
KR6583326543,0.9199305,0.9788117
KR6543330544,0.9484,0.8916016
KR6533361541,0.9994949494949495,0.9934867
KR6773303542,0.9232535353535353,1.0048826
KR6553384548,0.9299848484848485,0.9965294
KR6503322549,0.9614373737373737,0.9965294
KR6573332543,0.875022,0.94218475
KR6573331545,0.928959,0.99623203
KR6523331546,0.869282,0.9861695
KR6523332544,0.875976,0.9475925
KR6523389544,0.9033141414141413,0.99315554
KR6523327544,0.881878,0.97984535
KR6523329540,0.8715040000000001,0.9767681
KR6573330547,0.864088,0.9861695
KR6533311546,0.9915,0.95051455
KR6523343541,0.9194232323232324,0.99494845
KR6543329546,0.9835,0.9480807
KR6773308541,0.9073829999999999,0.99312735
KR6593326541,0.895474,1.0070418
KR6723317543,0.9178129999999999,0.97001475
KR65233A0548,0.9055949494949495,0.98977786
KR6503321541,0.9610919191919192,0.99945307
KR6573338540,0.8501540000000001,0.9824433
KR6573337542,0.91815,0.9958173
KR6573336544,0.8700680000000001,0.9790952
KR6593328547,0.927674,0.9954779
KR6513382541,0.8983979797979798,0.98851484
KR6513307548,0.850447,0.9529315
KR6513309544,0.873043,0.9521603
KR6513308546,0.860548,0.9529315
