item,structure,monthly,issue,issue_price_krw,fair_raw_krw,face_krw,group,payment_schedule_source,lag,paths_per_seed,replicates,total_paths,mc_face_krw,mc_se_face_krw,fair,mc_iv,fair_krw,mc_iv_krw,gap_krw,ape_pct,mc_hv_face_krw,mc_hv_se_face_krw,mc_hv,mc_hv_krw,gap_hv_krw,ape_hv_pct,iv_minus_hv_krw,ape_change_iv_minus_hv_pp
20180322000048_412,STEP no-KI,False,2018-04-06,10000.0,8999.89,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9867.550706411286,5.148616765590303,0.8999889999999999,0.9867550706411288,8999.89,9867.550706411286,-867.6607064112874,9.64079234758744,10171.53928179583,3.3363010253186394,1.0171539281795832,10171.53928179583,-1171.6492817958324,13.018484468097194,-303.98857538454394,-3.377692120509753
20180322000048_413,STEP KI,False,2018-04-06,10000.0,9066.36,10000,f4712e3a4c2390ff5cb5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9979.548259622536,4.910870541021128,0.906636,0.9979548259622536,9066.36,9979.548259622536,-913.188259622536,10.072270013793142,10270.879693523857,2.95822518590559,1.0270879693523858,10270.879693523857,-1204.5196935238578,13.285593044219047,-291.33143390132176,-3.2133230304259044
20180409002520_2415,STEP no-KI,False,2018-04-13,10000.0,9059.81,10000,7f16f1b261b5ba0a218d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9827.686942864846,6.072244530708216,0.905981,0.9827686942864846,9059.81,9827.686942864846,-767.8769428648469,8.47564069075231,10209.416884962822,4.550196526828564,1.0209416884962823,10209.416884962822,-1149.6068849628227,12.689083821435798,-381.72994209797696,-4.213443130683487
20180503001327_16458,STEP no-KI,False,2018-05-15,9900.0,9493.69,10000,228526932b3cd9b27932,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10053.780911042762,0.8636348679296681,0.958958585858586,1.0155334253578547,9589.58585858586,10155.334253578549,-565.7483949926878,5.89961238509748,9981.546502135723,1.920324506660941,1.0082370204177498,10082.370204177498,-492.7843455916381,5.138744809823384,72.96404940104972,0.7608675752740961
20180504000958_5530,LIZARD no-KI,False,2018-05-14,9900.0,9103.65,10000,c633f93981c8e37e2a26,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10104.125581616576,0.5042577834525753,0.919560606060606,1.020618745617836,9195.60606060606,10206.18745617836,-1010.5813955722988,10.989829152225488,10055.987884470429,1.6443790775379585,1.01575635196671,10157.563519667101,-961.9574590610414,10.46105555980767,48.62393651125841,0.5287735924178172
20180511004252_15832,STEP no-KI,False,2018-05-14,10000.0,7033.19,10000,b3786708dca4038785b3,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9220.683950175133,4.333748368560587,0.7033189999999999,0.9220683950175133,7033.19,9220.683950175133,-2187.4939501751333,31.102443559396715,9015.95793607414,4.8447063006552975,0.901595793607414,9015.95793607414,-1982.7679360741413,28.19158782962129,204.7260141009921,2.910855729775424
20180531000741_551,STEP KI,False,2018-06-08,10000.0,8904.42,10000,721f26ae5a1bfde0ec0b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10011.24419533811,3.197471582202219,0.890442,1.001124419533811,8904.42,10011.24419533811,-1106.8241953381098,12.430053786076014,10026.946400157794,3.142154124881208,1.0026946400157795,10026.946400157794,-1122.526400157795,12.606395477277522,-15.702204819685317,-0.17634169120150744
20180611000278_4028,LIZARD no-KI,False,2018-06-18,10000.0,9808.0,10000,a220ceeb971a93f9141a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10093.023182679295,2.1596729967717105,0.9808,1.0093023182679297,9808.0,10093.023182679295,-285.02318267929485,2.906027555865567,9938.656664409535,3.4779908138462923,0.9938656664409534,9938.656664409535,-130.65666440953416,1.3321438051543042,154.36651826976288,1.5738837507112626
20180614000389_566,LIZARD no-KI,False,2018-06-28,9900.0,9348.4,10000,1730e7877d19de3fe4ba,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9875.277675207752,3.4918758724464807,0.9442828282828284,0.9975027954755308,9442.828282828285,9975.027954755307,-532.1996719270239,5.636019802402054,9955.598720182257,2.8949635937291487,1.005616032341642,10056.160323416421,-613.332040588137,6.495215439885495,-81.13236866111318,-0.8591956374834409
20180622000167_7707,LIZARD no-KI,False,2018-06-26,9900.0,9584.04,10000,adddb807ddba0a7ecc22,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9932.115576912553,2.16096909069716,0.9680848484848484,1.0032439976679346,9680.848484848486,10032.439976679349,-351.5914918308605,3.6318251688489593,9949.544078556855,1.958670221405233,1.0050044523794803,10050.044523794802,-369.19603894631894,3.8136743852994743,-17.604547115457336,-0.181849216450515
20180625000359_829,STEP KI,False,2018-07-02,10000.0,8981.94,10000,d98f6a8275f7bc096452,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9704.648244818236,5.522929415032057,0.898194,0.9704648244818236,8981.94,9704.648244818236,-722.7082448182354,8.046237726128602,10069.719407728182,3.8274924513493978,1.0069719407728182,10069.719407728182,-1087.779407728181,12.110740082077825,-365.07116290994566,-4.064502355949223
20180719000255_7747,STEP no-KI,False,2018-07-30,9920.0,9969.14,10000,bef9331c6c4fccabb3a6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10068.024700131984,1.0899015471843314,1.004953629032258,1.0149218447713693,10049.53629032258,10149.218447713693,-99.68215739111218,0.9919080294988664,10055.572716519446,1.3276445068621956,1.0136666044878473,10136.666044878473,-87.12975455589245,0.8670027356366277,12.552402835219745,0.1249052938622387
20180719000297_16832,STEP no-KI,False,2018-08-02,9900.0,9199.59,10000,f1f9871baf5e5200a98a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9924.82106669559,3.354671400211044,0.9292515151515152,1.0025071784541,9292.515151515152,10025.071784541,-732.5566330258482,7.883297698001647,9788.301860599691,4.156666896352903,0.9887173596565345,9887.173596565344,-594.6584450501934,6.399327150445744,137.89818797565468,1.483970547555903
20180730000153_5685,STEP no-KI,False,2018-08-10,9900.0,9353.03,10000,fa6ae5c6e5a797dab7d1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10132.642881369176,1.168509987895113,0.9447505050505052,1.0234992809463814,9447.505050505051,10234.992809463814,-787.4877589587636,8.335404477149929,10073.833840831923,2.1361079272988963,1.0175589738214064,10175.589738214063,-728.0846877090119,7.706634543371739,59.40307124975064,0.62876993377819
20180822000097_5717,STEP no-KI,False,2018-09-06,9900.0,9457.79,10000,51000daada76c8de76d6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10003.252198645254,2.834379107643015,0.9553323232323232,1.010429515014672,9553.323232323231,10104.29515014672,-550.9719178234873,5.767332523192547,10020.50277756595,2.7406013347522156,1.0121719977339343,10121.719977339342,-568.3967450161109,5.949727976260308,-17.424827192622505,-0.18239545306776161
20180829000555_4102,STEP no-KI,False,2018-09-05,10000.0,9718.0,10000,ad9caceaa943074da5f6,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10205.46904843404,2.7501467059978872,0.9718,1.0205469048434042,9718.0,10205.46904843404,-487.4690484340416,5.016145795781453,10107.874632928919,3.7195215658384884,1.010787463292892,10107.874632928919,-389.8746329289193,4.011881384327221,97.59441550512227,1.0042644114542316
20180830000915_2036,STEP no-KI,False,2018-09-10,10000.0,9047.78,10000,6ec31b51a2c1f28327c1,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9885.031899373513,4.255369781460631,0.904778,0.9885031899373512,9047.78,9885.031899373513,-837.2518993735123,9.253672164591892,9911.834479703548,4.086747759582211,0.9911834479703547,9911.834479703548,-864.0544797035476,9.549905940501954,-26.802580330035354,-0.2962337759100624
20180905000123_736,LIZARD no-KI,False,2018-09-20,9900.0,9446.66,10000,3234573b92256a85f544,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9970.685331607803,2.577507152284866,0.9542080808080808,1.0071399324856367,9542.08080808081,10071.399324856367,-529.3185167755587,5.547202202765879,9911.044758665235,3.080744464165015,1.0011156321884076,10011.156321884077,-469.0755138032676,4.9158618883842005,60.24300297229112,0.6313403143816787
20180906000245_2038,STEP no-KI,False,2018-09-17,10000.0,9021.74,10000,11f94768875225bd963b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10011.35096355466,3.5761784188828805,0.902174,1.001135096355466,9021.74,10011.35096355466,-989.6109635546592,10.969180707431816,9917.078696291432,4.154507659099274,0.9917078696291431,9917.078696291432,-895.3386962914311,9.924235195111265,94.2722672632279,1.0449455123205507
20180910000167_2495,STEP no-KI,False,2018-09-14,10000.0,8964.48,10000,3721cfc7545f9bc93e94,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10077.579648572017,4.49037347397227,0.8964479999999999,1.0077579648572017,8964.48,10077.579648572017,-1113.0996485720157,12.416778759861318,9919.307683664547,5.273468136312253,0.9919307683664547,9919.307683664547,-954.8276836645475,10.651233352794,158.27196490747042,1.765545407067318
20180918000079_2040,STEP no-KI,False,2018-09-28,10000.0,8979.34,10000,cdde89011f5a0e122336,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10028.15829471262,3.4801141811303715,0.897934,1.002815829471262,8979.34,10028.15829471262,-1048.8182947126213,11.680349499101506,9923.388256939581,4.129602882328903,0.9923388256939581,9923.388256939581,-944.0482569395814,10.513559537110538,104.77003777303761,1.1667899619909683
20181004000602_17148,STEP no-KI,False,2018-10-18,9900.0,9172.89,10000,ccae71476f85e9972d84,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9599.424867431731,5.125000093416535,0.9265545454545454,0.9696388754981548,9265.545454545454,9696.388754981548,-430.8433004360945,4.649950750872774,9774.577966718756,4.315682088961093,0.9873311077493693,9873.311077493692,-607.7656229482386,6.55941548103985,-176.92232251214523,-1.909464730167076
20181010000080_1963,STEP KI,False,2018-10-12,10000.0,9263.52,10000,decb88b8dfab8b1e7ea2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,1,40000,3,120000,9760.909371573036,4.266353488258238,0.926352,0.9760909371573036,9263.52,9760.909371573036,-497.3893715730349,5.369334460043643,9921.756760904418,3.3011162572418904,0.9921756760904418,9921.756760904418,-658.2367609044181,7.105687264715985,-160.8473893313822,-1.7363528046723422
20181010000080_1964,STEP KI,False,2018-10-12,10000.0,8732.57,10000,decb88b8dfab8b1e7ea2,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,1,40000,3,120000,9942.228368612916,5.01418987054184,0.873257,0.9942228368612916,8732.57,9942.228368612916,-1209.658368612916,13.852260773322357,10143.50023754857,3.9638419440560293,1.0143500237548568,10143.50023754857,-1410.9302375485688,16.15710194763476,-201.27186893565187,-2.304841174312404
20181011000140_800,LIZARD no-KI,False,2018-10-22,9900.0,9522.82,10000,b24e04f2c3933dbb2d6e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10004.25785901462,2.190892427310525,0.96190101010101,1.0105310968701635,9619.0101010101,10105.310968701637,-486.3008676915348,5.055622798862306,10035.642817588126,1.8434446393977135,1.0137012947058714,10137.012947058714,-518.0028460486142,5.385199106862547,-31.70197835707933,-0.3295763080002416
20181011000312_2048,STEP no-KI,False,2018-10-22,10000.0,9082.8,10000,85176b4d9c22ab9aa243,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9735.12771280625,5.306605568232345,0.90828,0.973512771280625,9082.8,9735.12771280625,-652.3277128062499,7.182011194854559,9931.547056743473,4.353870887109511,0.9931547056743473,9931.547056743473,-848.747056743473,9.34455296542336,-196.41934393722303,-2.1625417705688
20181012000312_17176,STEP no-KI,False,2018-10-23,9900.0,9429.13,10000,496d62d87d6e312ccd34,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9511.444375029869,5.582286940258686,0.9524373737373736,0.960751957073724,9524.373737373737,9607.51957073724,-83.14583336350378,0.8729795328929473,9844.173679046444,4.224354793069798,0.9943609776814589,9943.60977681459,-419.2360394408534,4.4017176457047995,-336.09020607734965,-3.528738112811852
20181015000329_2500,STEP no-KI,False,2018-10-19,10000.0,9007.98,10000,8d79986d94a17287b263,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9739.484146051072,5.936591432655815,0.900798,0.9739484146051072,9007.98,9739.484146051072,-731.5041460510729,8.120623558789795,9881.033723124161,5.398209817175551,0.9881033723124161,9881.033723124161,-873.0537231241608,9.692003347300513,-141.549577073089,-1.5713797885107184
20181018000104_2051,STEP no-KI,False,2018-10-29,10000.0,9154.99,10000,a1dcafa6179f75990e0a,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9349.739623456851,6.751305928335022,0.915499,0.9349739623456852,9154.99,9349.739623456851,-194.7496234568524,2.127251077902351,9964.327561889304,4.251633300146911,0.9964327561889303,9964.327561889304,-809.337561889304,8.840398098624947,-614.5879384324516,-6.713147020722596
20181018000326_17205,STEP no-KI,False,2018-10-29,9900.0,9420.92,10000,a27ff436f731446ffe15,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9430.926239821463,5.166527241281435,0.9516080808080808,0.952618812103178,9516.080808080807,9526.18812103178,-10.107312950973224,0.1062129794273116,9959.884874185977,2.3131239349530297,1.0060489771905026,10060.489771905026,-544.4089638242177,5.720936747005342,-534.3016508732456,-5.61472376757803
20181029000257_2508,STEP no-KI,False,2018-11-02,10000.0,9215.27,10000,69ab7713cd9852ea297b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9550.3005632269,5.409550025574535,0.921527,0.95503005632269,9215.27,9550.3005632269,-335.03056322690014,3.6356022474317102,9807.57032617712,4.201934361753564,0.980757032617712,9807.57032617712,-592.3003261771198,6.427378971827411,-257.2697629502196,-2.7917767243957003
20181031000357_4155,STEP no-KI,False,2018-11-07,10000.0,10086.0,10000,a515dcdbf08049e2c1be,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9927.172662040744,3.573598827205173,1.0086,0.9927172662040744,10086.0,9927.172662040744,158.8273379592553,1.5747306956103042,10085.282454627946,2.1265517157414036,1.0085282454627946,10085.282454627946,0.7175453720531522,0.0071142709900173726,-158.10979258720215,1.5676164246202868
20181102000084_17269,STEP no-KI,False,2018-11-14,9900.0,9527.16,10000,99df7425f52ed07356f9,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9826.067562563336,3.835163765348379,0.962339393939394,0.9925320770265996,9623.39393939394,9925.320770265997,-301.9268308720568,3.137425660567644,10037.075501658466,2.3907529195584023,1.013846010268532,10138.46010268532,-515.06616329138,5.352229852951626,-213.13933241932426,-2.214804192383982
20181112000353_16615,LIZARD no-KI,False,2018-11-13,10000.0,8424.88,10000,cde9789cd141d39296dd,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9590.976583932395,4.030281955954067,0.8424879999999999,0.9590976583932396,8424.88,9590.976583932395,-1166.0965839323978,13.84110615145139,9791.138876263576,2.819647739355492,0.9791138876263576,9791.138876263576,-1366.2588762635773,16.2169535502414,-200.16229233118077,-2.3758473987900093
20181120000292_2518,STEP no-KI,False,2018-11-23,10000.0,8983.61,10000,3cce3c07d2d0afaa5837,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9640.736950391698,6.408477118302034,0.8983610000000001,0.9640736950391698,8983.61,9640.736950391698,-657.1269503916976,7.314731498714854,10044.27536929318,4.8584737048213915,1.004427536929318,10044.27536929318,-1060.66536929318,11.806672031546114,-403.5384189014823,-4.49194053283126
